Title,ReviewText,UserID,Date,Brand,Product,CelebrityBranded
So Pretty,"The glossy shine and the finish are so perfect. The tint is natural looking, nothing too extra. This lip oil instantly adds the prettiest tint of color to my lips. It doesn't feel super sticky.",jackiem15,6 Dec 2024,HausLabs,Lip,Yes
Could be a lot better.,"I’m giving this product one star for pigmentation and one star for formulation. While it’s hydrating, it could be much better—it’s a bit sticky. The applicator is nice when it’s outside the bottle, but when pulling it out of the tube, a lot of product flicks off, which is frustrating. At this price point, I expected more. I really wanted to love it! I’ve tried many lip oils, and honestly, Ulta’s brand performs better than this.",alexxis325,3 Dec 2024,HausLabs,Lip,Yes
Must have for on th go glam,"One of my favorites for pigmented gloss, love it and need more.",,29 Nov 2024,HausLabs,Lip,Yes
best lip oil i’ve tried so far! new staple :),"i got this lip oil in the shade primary! i’ve been using it for a little bit, and i can confidently say i LOVE it. things i love:

- i can vouch for this particular shade. it’s BEAUTIFUL - it shows up as a pink with a hint of red, just like the description promised. fairly pigmented!!
- the applicator is a good size and is cushy
- the formula is the perfect consistency: not too thin and not too thick! thin enough if you tilt the bottle it shifts quickly so you can reach more as you go through it, but thick enough it’s glossy and still lasts a bit/doesn’t just sink in super quickly. also not super sticky
- it does leave a little pink stain behind like other reviews have mentioned! it’s pretty subtle, but it’s there. 
- i have personally not had any problems with leaking or the applicator breaking (i could’ve just been lucky though)
- i can take or leave fragrance (don’t really have a preference), but this one has none, so it’s great for anyone who’s particular with or sensitive to fragrance 
- pretty hydrating too overall!
i’ve tried a fair amount of lip oils (clarins, milani, dior, etc), and i can say this is actually my favorite! i love how this is “one and done” - it gives a tint also with a gloss, and it stains; it makes it more convenient. it does look great with a lip liner too, though, but it also looks great on its own which is nice. it is a bit pricy (not compared to the dior though), but if you’re willing to splurge, please buy it! it’s great! hope this helps :)",comidi,26 Nov 2024,HausLabs,Lip,Yes
Love this! Like Korean Stains,I love this! It applies like some Korean lip stains I’ve tried. It goes on like a non-sticky gloss but leaves a very nice stain. It looks natural and doesn’t fill in all the little lines on my lips or bleed to just the rim of my lips. I’m buying more   shades!,josiexjellybean,12 Nov 2024,HausLabs,Lip,Yes
all time favorite,This lip oil is incredible—definitely my all-time favorite. Amazing in every way!,snsiissnbesj,8 Nov 2024,HausLabs,Lip,Yes
Added to my regime!,"I am just loving the finish and the glossy shine.
Texture is so smooth! I think i chose the best lip oil for myself .",Kanwar94,7 Nov 2024,HausLabs,Lip,Yes
Stopper Issue with Applicator,"Super cute product on the lips. I love the color and formula. However, when I used it for the 4th time, the applicator fell off the wand because the stopper is too strong. You have to pull it out so hard that product goes flying too. I would say it’s just this one I got that was defective, but the travel/mini size is the same.",hca1023,4 Nov 2024,HausLabs,Lip,Yes
,it's keeps your lips hydrated and lasts a while. it's great for everyday wear.,Anayaliz,31 Oct 2024,HausLabs,Lip,Yes
best lip oil on the market,I love these for when I don’t want something as heavy as a gloss or balm but still want something hydrating. The subtle tint that the shade secondary leaves is so cute!! You also get a TON of product in these. Totally worth the money for me,francescapolino,31 Oct 2024,HausLabs,Lip,Yes
,Love the finish and colors! Unfortunately the applicator broke off inside the tube 😪,ap22,26 Oct 2024,HausLabs,Lip,Yes
great,really nice lip oil. I love how cushy it feels on my lips. would totally buy again.,trapped,26 Oct 2024,HausLabs,Lip,Yes
,"I like this lip oil. It gives a nice color. Usually, pH-reactive products don’t look good on me, but this one is beautiful. The oil moisturizes my lips and gives a lovely shine. There’s no fragrance. The only thing is that the applicator is too big for the packaging, making it hard to pull out of the opening.",Weismannk,26 Oct 2024,HausLabs,Lip,Yes
Not at all worth the price,"Not even a horrible product, just extremely underwhelming for a $36 lip oil. Applicator is not great and you have to dip it in many times to get enough product. The colour is EXTREMELY subtle on tanned skin so all the shades basically look the same. Formula is okay but really nothing special at all.",AnnikaDuggal,20 Oct 2024,HausLabs,Lip,Yes
Almost perfect...,This product would get 5 stars if it didn't leak so bad. The shade is perfect and even when the gloss wears off you still have perfectly tinted lips. Praying this company fixes the leaking issue!,pliwczak,19 Oct 2024,HausLabs,Lip,Yes
Will repurchase!,So far I have been loving this lip oil! It’s glossy with a nice amount of sheer color. It’s not too sticky & the packaging/applicator is great.,anyab16,16 Oct 2024,HausLabs,Lip,Yes
Must have,My favorite one by far out of the three that I currently have. The sheer orange  complements any skin tone. A must buy,Baileysface,15 Oct 2024,HausLabs,Lip,Yes
,"I love her lip oils, best ones hands down, I have a few. The applicator is a perfect size, the oil goes on smooth definitely need to have at least one shade in your make up bag.",Baileysface,15 Oct 2024,HausLabs,Lip,Yes
In love!,"I was lucky enough to be gifted and try out the PHD Hybrid Lip Oil in the shade clear, and I am in love! This product is not sticky or tacky at all, and super moisturizing. 10/10 recommend 😇",marleymalesevic,14 Oct 2024,HausLabs,Lip,Yes
Hydrating with a great sheer color,"i have both Primary and Secondary.  I love the sheer tone of these. They add just a hint of color without being crazy, definitely good for those no makeup, makeup days. But you can also dress them up and pair with a lip liner, or lipstick to pack a punch! I need to keep one in my purse and at my vanity. So hydrating and smooth!",Emmar64,12 Oct 2024,HausLabs,Lip,Yes
Such a Great Lip Oil,This lip oils is amazing! it leave a super light flush of color while not being sticky and almost plumps! i’m obsessed!!,SofiaR1234,11 Oct 2024,HausLabs,Lip,Yes
"Sticky, tacky and drying","I found this product to be sticky and tacky. It didn't moisturize or hydrate, but actually made my lips dryer after wearing all day. It smells like chemicals and for such a high price, wasn't up to standard.",KingsQueen2024,8 Oct 2024,HausLabs,Lip,Yes
A must have in your makeup bag,I got a small mini as gift and well in love immediately! So much I have bought 3 full size different colors! It’s a soothing lip oil. Has a lite glossy feel but not like a traditional gloss. Love it!!!,annamn,6 Oct 2024,HausLabs,Lip,Yes
,"This is the second lip oil I’ve gotten of this brand and I LOVE BOTH! The formula is not stick and looks amazing over a lip liner or even just alone, my fav!",Kam2701,6 Oct 2024,HausLabs,Lip,Yes
Meh gloss,"I wanted a hydrating lip oil, but what I got was more like a gloss. It feels sticky when I apply it, and the stickiness gradually fades away. The color is nice at first, but it seems to fade along with the stickiness. I have dry lips and was looking for something hydrating, but this product doesn't seem to provide that.",alltheworld,3 Oct 2024,HausLabs,Lip,Yes
best lip oil!!!!,"no joke this is the best lip oil at sephora!! super glossy, hydrating, and it changes color according to you ph!! have already repurchased twice and even got one for my sister for her birthday! we both love it so much ❤️",sheisanicon,29 Sep 2024,HausLabs,Lip,Yes
Beautiful lip oil,I love the feel of this lip oil! And the color is beautiful!! I really like that it’s not sticky either. Also there is a slight color change when you wear it.,ikandibybrandie,27 Sep 2024,HausLabs,Lip,Yes
So hydrating and juicy on the lips!,I love this lip oil. It’s my favourite. It’s not sticky it’s pigmented and it feels so hydrating and juicy on the lips. Absolutely recommend!,makeupforme34,25 Sep 2024,HausLabs,Lip,Yes
Trash!!,Got this as a gift and the tip fell off after using it once. Went to replace it at the store and they would not let me without a receipt. I didn’t have one and neither did my bf who used cash.,KateAnnlyn,24 Sep 2024,HausLabs,Lip,Yes
The color is not flattering at all,"I got the pink tint as part of the set, and boy is this color weird. The oil itself feels nice and moisturizing, but pink tint looks so fake, I don’t know how it can look good on anyone, it looks like cheap kids makeup.",AllJ,23 Sep 2024,HausLabs,Lip,Yes
No for me,I love haus labs products. But the phD tinted lip oil wasn’t for me. Mine had a weird odor and color wasn’t flattering with my skin tone ￼,cyli0420,21 Sep 2024,HausLabs,Lip,Yes
Love it,Gifted by Haus Labs. Love this lip oil. Very juicy and love the shade!,jap1999,18 Sep 2024,HausLabs,Lip,Yes
,Beautiful color on this Lip Oil. It makes my lips look so juicy and fresh. Does not have a plumping formula which I love. Too bad the formula is not as clean.,MadaG,15 Sep 2024,HausLabs,Lip,Yes
Ah-Amazing!,"Game changer! The Sheer Pink tone changes depending on your lips, mine turned into a ver beautiful rose natural color. The more you apply the more intense the color becomes. Definitely hydrating and long lasting. I like reapplying for fun, but definitely noticeable when I overdo it.",Craigy09,12 Sep 2024,HausLabs,Lip,Yes
Must have from Hausw lab!,Just love this lip gloss I can’t get enough!! Ready to order more,krystina1114,11 Sep 2024,HausLabs,Lip,Yes
One of my fav lip oils,I love this lip oil. I love the way it feels on my lips and the hint of color. It’s not sticky and does feel hydrating.,CynthiaB331,9 Sep 2024,HausLabs,Lip,Yes
Skip this one,Meh. It’s not great. Doesn’t go on nicely. Doesn’t last at all. Not moisturizing. Looks like you sucked on a Cherry popsicle. I’m glad I tried it and I won’t be buying again.,lisamgb,9 Sep 2024,HausLabs,Lip,Yes
Color lasts for hours!,"I read seven negatives reviews about packing breaking, product leaking… no issues here. The color lasts for hours but doesn’t have as much slip as the Clarins lip oil. If you prefer lasting color this is it!",viable,6 Sep 2024,HausLabs,Lip,Yes
Very Middle of The Road,"I used this lip oil everyday for 3 months, the experience was only okay. I found this to be a sticky formula, more similar to a gloss than a lip oil. I tried very hard to like this product but it was not for me. The applicator is very small compared to most other lip oils, which made the experience of using it very annoying. I would have to dip into it at minimum 5 times to receive the thickness I wanted from this lip oil. I also found the smell of this oil to smell like chemicals, and linger for a while after application. I do believe that this product does what it says, but it is not the most practical or luxurious experience for the price point. There are many better options out there especially for the cost.",leeleeb03,5 Sep 2024,HausLabs,Lip,Yes
love it so much,I absolutely love this Haus Labs lip oil. It's so glossy and lightweight but not sticky at all. It hydrates my lips so much and makes my lips look super plump. It's super comfortable on the lips and this is one of my go to lippies. Definitely worth repurchasing,suyaolee,4 Sep 2024,HausLabs,Lip,Yes
Glossy not sticky,I got the clear shade to try. This is a true lip oil. Not sticky and very soft and oily. Leaves a beautiful shine on lips. This is not ph changing as what I thought it was going to be maybe because of the name this is truly clear. I tried it alone and also topped it on a lip stain and it wore beautifully both times. The applicator is a little stiffer than other lip oils I’ve tried like the clarins or elf. For $25 US I think you can get something similar for cheaper but this is nice and would like to see how their pigmented lip oils would look.,nCaila,4 Sep 2024,HausLabs,Lip,Yes
,I honestly really like this oil and I’ve used a lot of lip oils. It looks different on everyone and it’s always the most perfect shade. My mom and I both wear this tint and it looks completely different but both of us but equally pleasant,ddhh01,31 Aug 2024,HausLabs,Lip,Yes
Allergic reaction beware!,"I loved this lip oil: it was moisturizing, glossy, and not too sticky. I loved it so much that after I used it all up I bought another one. That was a huge mistake because I developed a severe allergic reaction! My lips were peeling and my skin had painful rashes. It's been weeks and I'm still dealing with it :(",realdiva0,30 Aug 2024,HausLabs,Lip,Yes
,I use this product almost every day and my lips looks really great. Love this product and love this brand.,patesgram,24 Aug 2024,HausLabs,Lip,Yes
,"Amazing product , but not as pigmented as it looks.",,23 Aug 2024,HausLabs,Lip,Yes
Good quality but grew mold,"After using this product for a few months, I noticed mold, started growing inside the gloss, very disappointed.",cmaddie365,22 Aug 2024,HausLabs,Lip,Yes
My all time fave lip oil,"The package is beautiful I love it ,Beautifully formulated lip oil. Barely feels like it's on your lips but leaves them super moisturized. This particular one tints the lips so pretty. 
 My all time fave lip oil, I love how it leave a tint when the gloss is gone. This is not sticky and looks fabulous! ""Gifted by hauslabs""",skincarevibes,21 Aug 2024,HausLabs,Lip,Yes
SOO good,"This is a Ph color changing lip oil. It’s feels so nice in the lips- no stickiness or that weird dry residue on your lips after wearing it for a while. The color pay off is amazing, but not an overbearing pink: still natural!!!!",NinaTheRatita,19 Aug 2024,HausLabs,Lip,Yes
A Must Have,"I have tried so many lip oils trying to find the perfect natural, plump, glossy lip and have yet to find any, until I tried this. I originally set out to buy the gisu lip oil only to hear it tastes like honey. I was then scouring Sephora for a good quality lip oil in the $25 and under range. An employee suggested this one and I have never been happier with a purchase. I 100% recommend!",JAPrez,9 Aug 2024,HausLabs,Lip,Yes
My holy grail lip oil,"This is my favorite lip oil of 2023 and now 2024! It’s so good, my mom is also obsessed with it now. It definitely lasts only a few hours, like most glosses but its such a non sticky formula and the color is so nice!",BanCutie,7 Aug 2024,HausLabs,Lip,Yes
Never living without this!!,"No doubt the best lip oil I have ever tried, and I’ve tried a lot! Everything about it is perfection if you don’t have this you definitely need to try it!!!",Apricot111,5 Aug 2024,HausLabs,Lip,Yes
milk taste,idk something is weird about this oil. it’s hydrating and all but it has an extremely off putting taste. it has a milk taste,rxbvenchy,29 Jul 2024,HausLabs,Lip,Yes
,Beautiful color and I enjoyed the texture. Pricey for its wear which is to be expected.,queenin420,23 Jul 2024,HausLabs,Lip,Yes
Love,"I haven’t worn lip gloss in years since I really dislike the sticky feeling.  This oil can be a bit sticky at first but once rubbed in feels more like chapstick.  I love the color and the fact that it stains my lips.  I would
 buy again.",librarachelann,23 Jul 2024,HausLabs,Lip,Yes
Product separating,"Love this product, but it the pigment completely separated from the oil! I don’t know if this has happened to anyone else.",valeria4pg,23 Jul 2024,HausLabs,Lip,Yes
Not impressed,"I ended up returning it. The small applicator was a bit annoying to use, and the lip oil didn’t wow me. It leaves a pink tint that looks kind of cheap once it dries. Overall, it wasn’t great and didn’t stand out.",alenagudanets,19 Jul 2024,HausLabs,Lip,Yes
Don’t waste your money,"Save your money! This lip oil smells disgusting, and the taste it leaves on your lips literally makes me nauseous. The applicator is way too small in my opinion, and the packaging as a whole feels cheap. The closer is fine, it looks okay, but doesn’t last long and doesn’t give a super moisturized feeling either. Would definitely stay away.",GWH0111,18 Jul 2024,HausLabs,Lip,Yes
A new staple!,"This product came in my “sephoras favourites” bag and I can see why! The colour is perfect, not to bold but just a little pop! I feel like it makes my lips look a little fuller as well. Definitely adding this to my morning routine!",Kat1794,18 Jul 2024,HausLabs,Lip,Yes
you need this,"this product is amazing ! i got it in a sephora favourites set, it’s not sticky at ALL, it’s beautiful and it actually feels amazing on my lips.",rileyf6,13 Jul 2024,HausLabs,Lip,Yes
Wouldn’t repurchase,It was nice but not worth the price. It also went bad after a short period of time and the smell was rancid.,Ang178,10 Jul 2024,HausLabs,Lip,Yes
,I got this in the 52 dollar Sephora favorites pack and it is so pretty and the sheer tint on my lips is amazing. It is very hydrating and smooth. Def recommend 🥳🥳,ale130o,30 Jun 2024,HausLabs,Lip,Yes
New fave!!,"I’ve been looking at lip oils for quite awhile, finally went into Sephora today. I heard really good things about Haus Labs, and after trying it in store I had to get it! I bought the colour secondary, the prettiest shade and so glossy!",Kristina96x,28 Jun 2024,HausLabs,Lip,Yes
My ride or die lip product,"I loved this, it has a nice wide applicator. Doesn’t get sticky and has a very nice semitransparent color and shine effect without the weight of lipgloss. I’d highly recommend.",caro9d,22 Jun 2024,HausLabs,Lip,Yes
,Love the subtle color and texture. It’s not too sticky and feels good. Just wish it lasted a little longer on my lips.,Beautygirl876,16 Jun 2024,HausLabs,Lip,Yes
Not worth it,"I like how this lip oil feels on my lips and gives a nice shine, but it’s not hydrating and takes forever to get something out of it since it’s so small. It’s not worth $16.",kianar0d,16 Jun 2024,HausLabs,Lip,Yes
,"THE LIPGLOSS ITSELF IS NOT WORTH IT!!!! the lipgloss looks like it filled inside the whole little square but once u open it make bubbles, u realized it is LITERALLY the size of a mini perfume sample!! it is so little filled and the r hairs on it get into ur mouth. otherwise the lip gloss is fine",daisyshin18,5 Jun 2024,HausLabs,Lip,Yes
,"i didn’t love nor like this one. the lip oil itself felt really weird, it smelled terrible, and the packaging overall feels really cheap. wouldn’t recommend",mikey004,4 Jun 2024,HausLabs,Lip,Yes
Oh my goodness so Good￼,"It has a beautiful tent, but it’s still mild. I want the big one. The small one is tiny but mighty go by right now and makes my lips not crusty my friends keep on complementing my lips lips on how good they look. ￼",ctleaxiarse,31 May 2024,HausLabs,Lip,Yes
Best lip oil,This is the best lip oil that I have used. I layer it over a tinted balm. It has just the right shine without feeling too sticky. It makes my lips soft. I have this in two colors and like Primary the best.,limeade,26 May 2024,HausLabs,Lip,Yes
It’s good but expensive,This product is good but expensive. There are many other lipglosses that are just as good but cheaper.,oceanxo,26 May 2024,HausLabs,Lip,Yes
Has No Flavor or Tint,"I've been using this for almost a month, and I'd just like to note that it has NO flavor or tint. It does make my lips shiny and smooth, though!",AllyVlogs,24 May 2024,HausLabs,Lip,Yes
,I wish the consistency was a bit thicker. I’m still rating then 5 star for the clean product.,Anasheh,23 May 2024,HausLabs,Lip,Yes
"Beautiful product, but went rancid very quickly","So, I LOVED this product when I got it. It made my lips look and feel amazing. It was going to be my new go-to. About 90 days after purchasing it, it started to smell very weird. And the formula started looking very cloudy. Then I started seeing black stuff in the tube, which was actually the black rim to the tube coming apart and falling into the tube. The smell continued to smell worse and worse, and I threw it out.

I emailed their customer service, and they basically said, ""It must be contaminated"" and told me how to use lip gloss as if I'm not a 41-year old woman who's used lip gloss for 30 years. The product was rancid....and a lip gloss really should last more than 90 days.

I wanted to love this brand, but I will never spend another cent on a a Haus Labs product.",jellybean709,17 May 2024,HausLabs,Lip,Yes
BEST LIP OIL ON THE MARKET,"I LOVE IT!

It’s a beautiful and natural color. I’ve had many lip oils including the Dior one and it does not compare. It’s not sticky, it’s light weight and it has a barely-there feeling.",vnxgn,15 May 2024,HausLabs,Lip,Yes
Must have inside a handbag,"Best thing for very dry lips like mine. Don’t dry out the lips, yet gives a subtle pigment as i have pigmented lips",teju1255,10 May 2024,HausLabs,Lip,Yes
Kinda sticky,"Kinda sticky, a little too thick and gloss like for my taste in lip oils. Usually that means super shiny but it isn’t unless you really layer it on. Just okay but I’ll use it, won’t repurchase",coreynicola,8 May 2024,HausLabs,Lip,Yes
Amazing!,"Love this lip oil! The pigment is not super opaque but not sheer, just a happy middle that I love! It is non-sticky and feels super comfortable on the lips. I think however compared to other lip oils, you aren't getting the longevity and lasting power on the lips. It dries quite quickly, but I think especially for the price it is still worth buying.",BambiTessia,5 May 2024,HausLabs,Lip,Yes
,I wanted to like it because I’ve been waiting to buy it for so long 😭 but I had to reapply it a lot and still dried my lips. I had to return it :(,suzannacm,4 May 2024,HausLabs,Lip,Yes
Hydrating tinted glossy oil,"I loved the clear Haus Labs lip oil that was gifted to me by Sephora’s Beauty Insider Community so much, I bought another in pink! Primary is lightly pink tinted, hydrating, glossy and long wearing. Perfect for a fresh, daytime look, or over lipliner. Leaves a very faint, pink stain on lips. I am sharing my honest and authentic opinion, as a Sephora Beauty Insider Community Ambassador.",sister13,29 Apr 2024,HausLabs,Lip,Yes
,Not worth the 16 dollars. I like buying minis so I can try them out before purchasing the bigger one. It’s super sticky. At least it was for me.,Ryanne05,29 Apr 2024,HausLabs,Lip,Yes
Everyday Gloss !,"Lip gloss fanatic here. And I can say that I am obsessed with this lip oil 10 out of 10. Definitely recommend I love the shine. It’s not sticky and it’s very lightweight. There is also a hint of a cooling sensation but that could just be me, if you’re looking for a good gloss with good quality, I suggest this one.",MoniLue,27 Apr 2024,HausLabs,Lip,Yes
leaked,I love this product so much was going to get the full size but it has started leaking and it is all sticky.,peyton3344,22 Apr 2024,HausLabs,Lip,Yes
MUST HAVE,This product was great!! i Love it so so much and use it very frequently definitely worth the price!!,addie133,22 Apr 2024,HausLabs,Lip,Yes
Not enough product,"The product was SOO small for $16.00 it was not worth it. The applicator took up all the space, there was very little actual product in there.",MJPBYL,21 Apr 2024,HausLabs,Lip,Yes
Love!,"Best lip oil! Best price. Lasts so long!!! My lips feel moisturized and soft even after it fades away. Such a pretty color, very pigmented for an oil. The mini not worth it, just get the normal size.",chrgrsgrl,18 Apr 2024,HausLabs,Lip,Yes
Not worth it,Does not last and it is quite sticky. I would not buy it again.,Cachopa,16 Apr 2024,HausLabs,Lip,Yes
Don’t think it twice! GET IT :),"This Lip Oil is AMAZING!! I love using it. It feels great, it makes my lips feel great after I put it on. The color is amazing and it gives the perfect red/pink color to my lips. It stays on for 4+ hours.  you’re thinking on buy it",marlspor,16 Apr 2024,HausLabs,Lip,Yes
BEAUTIFUL,I love this product it is SO pigmented and it has a beautiful shine,catarebeterdog,16 Apr 2024,HausLabs,Lip,Yes
Love love love!,"Bombshell beauty lip oil! This oil is perfectly moisturizing while adding just the right amount of color on the lips. Looks just like a gloss, but keeps you moisturized throughout the day <3",cottagecorehoe,16 Apr 2024,HausLabs,Lip,Yes
It’s ok,I’ve had it for a couple of months not. It’s not moisturizing. The brush feels amazing tho. Would not rebuy tho,cmartinez15,14 Apr 2024,HausLabs,Lip,Yes
,"I was surprised by how much I liked this product! I wasn't expecting much, but it really delivered on both moisture and that perfect lip colour! I have really dry lips so am always on the lookout for something that is not sticky or tacky and this was it!",SephoraCupcake,13 Apr 2024,HausLabs,Lip,Yes
,"great I love it bc unlike other lip products, it actually absorbs and it sooooooo cute best thing ever",1i11iana,10 Apr 2024,HausLabs,Lip,Yes
,I gave this to my friend as a Christmas present and she lovedddd it!!,marbeary,6 Apr 2024,HausLabs,Lip,Yes
Obsessed,"My absolute favourite lip oil, i am obsessed and everyone is always asking me for the lip combo",Naomie2001,6 Apr 2024,HausLabs,Lip,Yes
"Definitely what it advertises, but tastes horrid","I do enjoy this lip oil, however with one major caveat (at least to me). That being, that it tastes horrible. Now I know you are not supposed to eat it, and I am not, however if you happen to lick it or it gets onto a glass you are drinking from and then you take a sip, you will likely get flooded with a gross almost plastic taste. I love the color it gives and how non-sticky it is, but the fact I have to fear getting it in my miuth is a bit of a bummer for me",Tethys24,6 Apr 2024,HausLabs,Lip,Yes
It's a no for me,No color. If I wanted something that appeared clear on my lips I would have purchased clear gloss. The pictures they show are misleading as to how much color this will provide.,kirstibeth,6 Apr 2024,HausLabs,Lip,Yes
,it feels & looks nice but the applicator doesn’t catch much product and its wear is very short lived,mtndewbajablast,5 Apr 2024,HausLabs,Lip,Yes
Would not recommend (has a bad sent/smell),"After buying a Sephora favorites bag and this product was in it I was excited to try but after trying realized the taste of the product was disgusting and unbearable to keep on my lips.
.",,5 Apr 2024,HausLabs,Lip,Yes
The best,I love this product so much . It’s very hydrating and gives you the best gloss. It’s just a bit sticjy,iadorecats,2 Apr 2024,HausLabs,Lip,Yes
Love love love,"Bought this thinking I could save a few bucks instead of going for Dior. But I wouldn’t call it a dupe of Dior. Though
 it has made its own statement and is an alternative to the Dior",releee11,2 Apr 2024,HausLabs,Lip,Yes
Perfect,"This might be my favorite lip product ever. It feels so luxurious with the perfect little hint of color. I put off trying lip oils because I didn’t know how it would feel, but it is lightweight, moisturizing, and long lasting.",Julia912,29 Mar 2024,HausLabs,Lip,Yes
Not a great product,It tastes so bitter it's hard to keep it on with it.,syedaaa,26 Mar 2024,HausLabs,Lip,Yes
super cutee :3,lovely product carry this w me everywhere and ppl always ask me what product i use whenever i wear this! i got the primary shade and it leaves a cute pink tint on the lips not sticky at all,insidrrdeem,24 Mar 2024,HausLabs,Lip,Yes
,love the light color and it’s shiny doesn’t last very long o. but I love it,chumsley,23 Mar 2024,HausLabs,Lip,Yes
Beautiful finish,It was a nice addition in my pencil case whenever I’m done with class I would apply it on again,Randdyy,22 Mar 2024,HausLabs,Lip,Yes
,absolute trash first of all it feels like vegetable oil is on your lips it doesn't feel nice and I don't like the packaging do not buy and don't waste your money on this!!,272726,21 Mar 2024,HausLabs,Lip,Yes
Just ok,"I bought this a couple months ago, and I really like the color and the gloss, but for the price? It comes in such a small bottle too and it's just not worth the money. Don't recommend buying, there are a million other options out there.",makeup87658,10 Mar 2024,HausLabs,Lip,Yes
Sticky gloss,"I am not usually a gloss person, but I wanted to try on an other house. Still disappointed, did not like the feeling very very sticky.",Juciy,7 Mar 2024,HausLabs,Lip,Yes
,"One of the standout features of this lip oil is its versatility. Whether you wear it alone for a natural, glossy look or layer it over your favorite lipstick for added shine and dimension, this lip oil can do it all. Plus, its non-sticky texture ensures that it feels comfortable and weightless on the lips, giving you a luxurious wear experience without any tackiness.",Carnis,6 Mar 2024,HausLabs,Lip,Yes
,"This product is not my fave from this brand, elevated price for what you get (quantity and quality). However, leaves a nice tint on the lips that becomes more vibrant over time. Feels very nicely on the lips but doesn’t stay for long.",Melooo12345,4 Mar 2024,HausLabs,Lip,Yes
My favourite,My favourite lip oil! So pretty and hydrating. Worth the price,izzybizzy13,3 Mar 2024,HausLabs,Lip,Yes
,"shiny, doesn't stick, it smudges but it's not to bad",Haddlea,2 Mar 2024,HausLabs,Lip,Yes
buy it nowwwwww,"its really thick but in a good way, and it does not feel slippery like an oil and really moisturizes my lip",claraisbetter,2 Mar 2024,HausLabs,Lip,Yes
it's OK,"After using this product for a few days, my lips feel moisturized! it's too pricey for what it is, though. so I would definitely wait for a sale if you plan to purchase!",Els12,28 Feb 2024,HausLabs,Lip,Yes
Don’t bother trying,"Super disappointed after hearing high reviews on TikTok. The applicator barely catches any product so it’s tough to apply, and the shape of it is weird. The formula is meh compared to other lip oils.",KeelynBex,27 Feb 2024,HausLabs,Lip,Yes
Disappointing,"I bought this trio because I’ve heard great things about this product, and wanted to share it with the fam. I really wanted to like this, but I can’t. The applicator or “foot” isn’t great, it was pointy and thin. The formula is thin, I could go on.",haze33,27 Feb 2024,HausLabs,Lip,Yes
,"This has no hydration whatsoever. It's light and slippery and looks pretty, but for a oil, it does not moisturize at all. very disappointed",cagodiva,26 Feb 2024,HausLabs,Lip,Yes
