Title,Date,UserID,ReviewText,Brand,Product,CelebrityBranded
Great mascara!,12 Jan 2025,vmnguyen07,Mascara glided on effortlessly. Was able to apply layers without it looking clumpy or flakey. It didn’t smear when I wore it all day for work. Packaging makes it look fancy for the price. Would recommend this product to try!,Fenty Beauty,Mascara,Yes
The best ever,12 Jan 2025,Aaliyaharriott,This mascara is so good! It left my lashes looking full and the volume is crazy! Absolutely understand the hype. The formula is a perfect combination of not being to dry or wet which is typically what I go for in mascaras!,Fenty Beauty,Mascara,Yes
Natural looking hella- thic lashes,11 Jan 2025,Dkkk,"The best mascara hands down!! After using all kinds of mascara , i can tell this is the best i came up with , for those girlies who dnt have longer lashes..",Fenty Beauty,Mascara,Yes
Volume & thickness for hours,11 Jan 2025,lovue,"I am in love! From the packaging to the product,  everything is so well thought out. It has the applicator wand has the bristles in all the correct places to give you lashes with volume. I have very things flat lashes, and this has completely changed the eyelash game for me. Usually, I will have watery eyes with some eye lash products, but with this one, I don't have to worry about that at all. Highly recommend 10/10 I received this a a review",Fenty Beauty,Mascara,Yes
Great product,11 Jan 2025,TracyEmily1o1,I received this product for free and I am an absolute love it stays on so well throughout the day and applies very easy and is a great value,Fenty Beauty,Mascara,Yes
Love the Lashes!!,11 Jan 2025,SNH31,"I love the bold, black shade of this mascara! I also really like the shape of this wand. It's easy-to-apply to lashes, with minimal tugging and pulling. Clumping was minimal, but I did comb through my lashes with a separator, after applying several coats of this mascara. Overall, I do recommend Fenty's Hella Thicc Mascara, and I will continue to use it!!",Fenty Beauty,Mascara,Yes
Pretty good,10 Jan 2025,FosterMom1,"The Hella Thic Volumizing Mascara is an 8/10. It loses points because I don’t feel as though it thickened my lashes at all. It lengthened and curled, but there were a good bit of flakes on my face by 10am.",Fenty Beauty,Mascara,Yes
Love,10 Jan 2025,BoyMomx84,"Fenty Beauty Hella Thicc Volumizing Mascara is a top-notch product that delivers a transformation. The applicator makes it easy to apply and reach all lashes giving a fuller look. I prefer a black shade mascara and love the deep rich black that it provides. This mascara is waterproof and doesn’t flake or smudge. I highly recommend the Fenty Beauty Hella Thicc Volumizing Mascara to anyone looking for a reliable, volumizing, lengthening mascara that will stay put!",Fenty Beauty,Mascara,Yes
I absolutely love this mascara!😍,10 Jan 2025,luckygirlmalone,"I absolutely love this mascara! Great for long lashes, especially when you use a curler. Packaging feels luxurious. Very easy to remove at the end of wearing.😍",Fenty Beauty,Mascara,Yes
Love it,10 Jan 2025,JennaLady,"Fenty beauty has come with some beautiful products, and this adds to the collection. Hella thic mascara is black. Definitely gives you a curl and lengthen them.It smells like glue to me but doesn't have a scent. This is reasonable priced and I will buy it again.",Fenty Beauty,Mascara,Yes
Gives volume but smudges,09 Jan 2025,MoonPetal21,"This mascara was able to give my pin straight Asian lashes some volume and was able to retain the curl. I was only able to use 1 coat before it became too clumpy. This mascara does transfer to your upper lids and does not dry down very quickly. For those of you that prefer a dryer mascara, this is not for you. It is a very wet formula. It does tend to smudge throughout the day/night and is not long wearing. But, it does remove easily with little effort. I was given this product free for testing and review.",Fenty Beauty,Mascara,Yes
Nice shade of black,09 Jan 2025,greeneyes1988,I received the fenty beauty by Rihanna fenty hella thicc mascara and it did not disappoint. I love a dark black mascara. It applied well and is a great deal. I would recommend!,Fenty Beauty,Mascara,Yes
Easy application,09 Jan 2025,5NaturalBeauty,This Fenty Hella Thick Mascara is easy to apply and goes on evenly due to the applicator. It has become my favorite mascara because you can add multiple layers without it clumping. I use it in my natural lashes so I use two applications. When I wear it in falsies I only use one layer. The price is comparable to other designer mascaras and provide better benefits. I recommend others to try.,Fenty Beauty,Mascara,Yes
Great mascara,09 Jan 2025,124makeuplover,I love this mascara. It was very great. There was no cent. It’s a little expensive but the application goes on smooth not clumpy and overall pretty good.,Fenty Beauty,Mascara,Yes
NO CLUMPING!,09 Jan 2025,MateosMama2020,Fenty Beauty does it again with another fabulous product. The packaging is super cute like always with all of Rihanna’s products.  The mascara doesn’t clump so it’s a perfect everyday mascara.,Fenty Beauty,Mascara,Yes
i love it,09 Jan 2025,AabiJimru,"I have long eyelashes but without a curl and this mascara is one of the best I have tried since it does not lower the curl, separates them very well and does not leave clumps.",Fenty Beauty,Mascara,Yes
Okayyyyy lashes!,08 Jan 2025,deej223,Okay RiRi! I usually don’t have eyelashes that are visible and wow! They look huge! It smelled nice and didn’t have any clumping. The box was cute and it was very easy to apply I am a fenty girl now 🖤,Fenty Beauty,Mascara,Yes
Nice Mascara,08 Jan 2025,LilBit72,"The mascara is nice, even with just 1 coat. I'm typically a 2 coat girl, so it's even better with more than 1, and my lashes are fuller. The wand is the type I like to use, which is perfect for me!",Fenty Beauty,Mascara,Yes
Nice mascara,08 Jan 2025,johnnaspringer,This mascara made my tiny lashes actually pop! I was pretty impressed. The packaging is also fancy and the tube. The product is easy to apply also.,Fenty Beauty,Mascara,Yes
,08 Jan 2025,xena18,Added a lot of volume and length to my lashes as well as made them very dark and stand out. One of the best mascaras I have ever tried. Blows every other out of the water,Fenty Beauty,Mascara,Yes
"Unfortunately, no",08 Jan 2025,LaLaChanel,"This product is so clumpy, it makes it impossible to work with. It would be amazing if didn’t cause the clumps. I’ve tried using one even coat but it doesn’t matter, it’s really bad. It also smudges everywhere.",Fenty Beauty,Mascara,Yes
Good enough,08 Jan 2025,lexluth0r72828,"This is a perfectly decent mascara. It’s not the best, but it does the job. It adds length and volume although there is a little bit of clumping. I would never pay full price as there is nothing spectacular about it.",Fenty Beauty,Mascara,Yes
,08 Jan 2025,Lyoka,"I like the packaging. It's convenient to use.
Light pleasant scent. But wasn't crazy about the mascara itself. It dries quite slow and smudges. It feels like it's been already dried up and too thick. Doesn't coat evenly and nicely the lashes. Clumps. Crumbles after time.",Fenty Beauty,Mascara,Yes
Great formula and long wearing,08 Jan 2025,CHicks88,The packaging is a simple and sleek though not particularly heavy. A plus is that of laid down it will also not roll away. The formula seems to wear nicely and doesn’t flake when doing touching ups throughout the day. This formula wasn’t waterproof and came off when using my oils cleanser without an issue. It didn’t have a scent which was also a plus. I would recommend this but would have enjoyed it more as a waterproof mascara .,Fenty Beauty,Mascara,Yes
Good Mascara,08 Jan 2025,JennT1123,I love the shape of the bottle. It’s super trendy and cute. I like that the mascara doesn’t leave clumps like a lot of them do. It applies on smoothly. I don’t think I would go out of my way to buy it because it doesn’t give me that lift that I would like without curling my lashes. Overall it’s a good mascara.,Fenty Beauty,Mascara,Yes
Will be considering making this a staple,6 Jan 2025,sbumbarger,"After the first use I wasn’t too sure, but I’m glad I have it a second chance. This mascara gave me full long lashes and was extremely comparable to what I was using previously. Price was reasonable too. I would continue to use this product.",Fenty Beauty,Mascara,Yes
Great volume And length,6 Jan 2025,twinningmom,The mascara definitely goes on really nicely and makes my lashes look great. I got a ton of compliments on my lashes. I do already have pretty long eyelashes though. It stayed on nicely throughout the day and did not have a lot of fallout. My only problem with it is the difficulty of getting it off. It seems to smear around a bit.,Fenty Beauty,Mascara,Yes
Great mascara,6 Jan 2025,msNancyS,This is a great black mascara. It gives volume and length to your lashes. The packaging is beautiful. It can give raccoon eyes if you don’t slightly powder under your eyes if you wear glasses.,Fenty Beauty,Mascara,Yes
Perfect mascara,6 Jan 2025,sannshark,"I received the fenty beauty mascara Hella Thicc  in color ""cuz I'm black "" to try for free from @influenster and @fentybeauty in exchange for my honest review.   I really like this mascara it goes on very nice and easy and gives you the fullness and volume you need to enhance your eyes.  I highly suggest giving this mascara a try you won't be disappointed.",Fenty Beauty,Mascara,Yes
Quality,6 Jan 2025,nellie2997,This mascara works great. It didn’t clump or flake when using it. I felt like my lashes were full and long. I will definitely be getting this mascara again.,Fenty Beauty,Mascara,Yes
10/10,6 Jan 2025,asingleton,"I love the shape of the packaging, it’s unscented and works so good! I’ll definitely be repurchasing as I love the way it makes my lashes look. Super long and full!",Fenty Beauty,Mascara,Yes
Love this,6 Jan 2025,Hannah2017,"I love this mascara. It went on so smooth and stayed all night. The package and tube were nicely done.  It seems like a winner, not too costly but works well.  Love it! It lasted the whole night from concert to late night pizza after.  It didn't feel heavy and was a great shade of black.",Fenty Beauty,Mascara,Yes
Nice product,6 Jan 2025,arianaefc,There isn’t any scent atleast to me. The application was smooth. A little of product goes a long way. It lengthen my lashes quite a bit. The wand is perfect.,Fenty Beauty,Mascara,Yes
Pretty good,5 Jan 2025,Sambaiz,Liked this mascara. Smells just like regular mascara would smell like. Wasn’t really the biggest fan of how clumpy it made my lashes look. It did go on pretty thick. I think you get a great amount for the price you pay for it. Packaging was simple and easy to follow.,Fenty Beauty,Mascara,Yes
My only Mascara!!,5 Jan 2025,Paigeayye,"This is my new favorite mascara. It is dark and glides on lashes effortlessly without causing clumps. I love the wand and how it grabs every lash. I was unsure how I would feel about the bottle/wand but it is wonderful! The geometric design is easy and comfortable to hold. I love how my lashes look full and long with only one pass. Generally my eyelashes do not stay curly however this mascara works wonders to keep my lashes curled, voluminous and dark!",Fenty Beauty,Mascara,Yes
"My new favorite,",5 Jan 2025,wonkybonkers,"Well this is definitely my new favorite mascara! The length it gives my lashes is fantastic! I like to try different mascaras, but don't try as many higher end brands, but I'm sold on this one. The little extra cost is worth how happy I am with how this works. The packaging is cute, but that doesn't matter to me if it works great. Not really any scent, typical mascara smell if you really give it a sniff 
I was given this mascara for free to give an honest review, and I honestly love it",Fenty Beauty,Mascara,Yes
Great Anna non clumping,5 Jan 2025,Yankowitz,Fenty Beauty by Rhianna Hella Thicc Volumizing Mascara is a great new mascara that delivers volume and length. I am pleased with the results.,Fenty Beauty,Mascara,Yes
Voluminous!,5 Jan 2025,EinLouise,"I received this product for free in exchange for my honest review. And frankly, I enjoy this product! The packaging is comfortable to hold. The mascara is very volumizing and makes my lashes very dark and very thick. My biggest issue with it is that it is just volumizing. If I want my eyelashes lengthened, I have to use a different mascara to really lengthen and separate the lashes. I was walking in the rain and I had minimal running, but when washing my face it was easy to remove the mascara. I would recommend this product for volume and longevity.",Fenty Beauty,Mascara,Yes
"Hella Thick, Hella Beautiful.",5 Jan 2025,MissessP,"Fenty, Hella Thick Volume Mascara. Hello, thick and beautiful lashes! You'll only need 2 coats of this mascara in order to achieve the lashes of your dreams. I have worn this mascara while working long days (14 hour+), while sweating, and getting dirty. Yet, my lashes still looked fabulous. Thanks, Fenty! I received this product in exchange for a honest review.",Fenty Beauty,Mascara,Yes
Mascara,5 Jan 2025,barms87,These mascara is pretty good. At first I didn’t like it much because it was very wet but after the 4 or 5 use it dried a little was worked amazing. I’ve not experienced any smudging and it comes off fairly easy.,Fenty Beauty,Mascara,Yes
fenty mascara,5 Jan 2025,Emily9763,Mascara is my favorite makeup product. It can change your look with such little effort.  This Fenty mascara is black in color and applies smoothly to the lashes. I typically apply 2 coats although it lengthens and thickens with just 1 as well.  It is long lasting and stays on until I wash my face. Great product!,Fenty Beauty,Mascara,Yes
Great Mascara,5 Jan 2025,mathteach1982,"I received this from influencer for free in exchange for my review. This mascara is great, separates and lengthens lashes. The packaging is also nice. It’s a great shade of black as well. Will definitely think of repurchasing it.",Fenty Beauty,Mascara,Yes
Amazing budget friendly mascara!,5 Jan 2025,chic4sports92,I was looking for a new good mascara and I’m so happy I got this to try! It made my thin lashes look nice and thick! It felt lightweight to me too. I was able to wear it through my shift (which includes lots of activity) and it stayed put. I also love that it’s inexpensive. The packaging is so sleek and classy too. I will definitely be buying this!,Fenty Beauty,Mascara,Yes
Would definitely use again,5 Jan 2025,nikkini,I really like the packaging of this mascara and the wand. It definitely gives a lot of volume and length. It does dry really fast which can be helpful and work against you when layering. The wand gives good separation so I didn’t notice any clumping. It lasted all day without running or wearing off.,Fenty Beauty,Mascara,Yes
Beautiful Lashes with Minimal Effort,5 Jan 2025,MadeUpMaven880,"My short lashes love this Fenti Mascara! My lashes look longer and more defined. I love the Cuz I'm Black Hella Thick formula. The brush lends itself to flawless application. I apply it to one eye with several strokes, move to the other eye, and then repeat on both. My lashes have never looked so long and defined!",Fenty Beauty,Mascara,Yes
Another Nice Mascara,5 Jan 2025,AshBash4,"Another mascara that is nice, but not necessarily amazing.  It’s a nice packaging, there’s not a scent which is great.  It does provide volume and thickens your lashes as well as lengthen a decent amt.  it’s a nice mascara.  I recommend if you’re in the market for a new one.",Fenty Beauty,Mascara,Yes
Great Mascara,5 Jan 2025,scotprincess,The hella thicc mascara by Fenty Beauty is a dark black mascara that curls really well. It made my thin lashes pop with volume and curl. The packaging is also super cute and the wand works well.,Fenty Beauty,Mascara,Yes
Makes my lashes look so good!,5 Jan 2025,sophiegustafson,This mascara is one of the better ones I have tried in a while! It makes my lashes look really long and thick without getting clumpy! It lasts all day and is easy to remove with makeup wipes or micellar water. I will continue to use and repurchase!,Fenty Beauty,Mascara,Yes
Volume,5 Jan 2025,Ramirezdarsy,"I like it because its brush gives you volume, lengthening of the eyelashes, it lasts a long time, it does not damage the eyelashes, it is black in color. It has an affordable price.",Fenty Beauty,Mascara,Yes
A thickening mascara must have!,5 Jan 2025,lissa7341,"I LOVE mascara. I have so many in my ""collection. Fenty Beauty by Rhianna Hella Thicc is one of my top go tos. The color 'Cuz I'm Black makes my pale lashes look full and natural. It is also very quick to dry.",Fenty Beauty,Mascara,Yes
Smooth lightweight mascara,5 Jan 2025,Redhairmama,"I do really like this mascara - it applies smoothly, it doesn’t have a harsh smell and doesn’t clump on me at all. It seems to last well and doesn’t flake off throughout the day which is another plus. One thing I don’t love is how light it applies, but it’s great for a more natural look if that’s what I’m going for.",Fenty Beauty,Mascara,Yes
Not For Fine Lashes,5 Jan 2025,lilgurlgsr,"Nice packaging and liked the wand, however the formula wasn’t for me. It was a little too thick that didn’t apply nicely with my finer lashes. My curl fell almost instantly after it was applied. Sadly this wasn’t for me!",Fenty Beauty,Mascara,Yes
Voluminous Intense Black,5 Jan 2025,N1k26,"Lifts, Lengthens and Curls lashes,  Intense Black color coats every lash for a voluminous effect.  Great packaging and clean ingredients.  Affordable and no scent.",Fenty Beauty,Mascara,Yes
"Get bold, voluminous lashes with Fenty Beauty",5 Jan 2025,,"Fenty Beauty Hella Thicc Mascara in ""Cuz I'm Black"" delivers bold volume and rich pigment. Its creamy, clump-free formula adds dramatic lift and definition, perfect for all-day wear. A must-have for intense, standout lashes!",Fenty Beauty,Mascara,Yes
Bold lashes that last!,5 Jan 2025,Jaybae3,"I received the Fenty Beauty Hella Thicc Volumizing Mascara for free to review, and I absolutely love it! It gives my lashes that bold, dramatic look I adore. I especially love wearing this when I go out—it makes my eyes pop without having to use falsies. The formula builds volume effortlessly without clumping, and it stayed put without smudging. Not to mention, the tube and wand are really nice too. Whether it’s a night on the town or just wanting to feel extra glam during the day, this mascara is my go-to. It’s everything I could ask for in a mascara and more!",Fenty Beauty,Mascara,Yes
not a favorite,4 Jan 2025,rosinka,"It's not a favorite, smells a little bad , and makes my lashes very sticky together. I don't like this i like volume, and they stay separate. The packing is cute, and the color is. good but not for me the product is not .",Fenty Beauty,Mascara,Yes
,4 Jan 2025,rosyrose2,"My lashes are naturally long, but do not have much curl/lift. I was hoping this would be the answer for adding a nice lift. After applying two coats, I didn't notice any lift/curl from the mascara. It did create more volume. However, I found that it did smudge slightly after a few hours of normal day activities. It created the dreaded raccoon eyes and had some dry flaking.",Fenty Beauty,Mascara,Yes
Meh…,4 Jan 2025,misscherryspoon,"I loved the heft of the packaging/wand.  You can grip it well.  The color was rich and velvety black.  Applying is as easy as any mascara.  

The formula is quite thick which I like.  It didn’t clump during application.  It gave my non-existent lashes a good bit of volume and some length.  However, it smeared horribly and during my daily wear, it did flake a bit.  It’s a decent enough mascara, just not the best.  
*Received free for my honest review.",Fenty Beauty,Mascara,Yes
Doesn’t hold a curl and transfers like crazy!,4 Jan 2025,Maddslanctot,"I received this product for free from Influenster in exchange for my honest review. I am so bummed out by this mascara. I love Fenty Beauty and I was so excited to try this. I have used this one time and will most likely not be using it again. 

Pros of this mascara: 
I loved the simple packaging and how when you set the mascara down- you can set it however (standing up or on its side). It has beveled edges to stay put instead of being completely  circular like other mascaras. 

This mascara is VERY black in color. The shade it came in is called “cuz I’m black”. It is noticeably blacker than a lot of my other mascaras that are in the blackest shade available. 

This did a great job at lengthening my lashes and giving them tons of volume. No complaints there.

This mascara has a bit of a flowery scent to it. I didn’t hate it but it wasn’t that noticeable. 

Cons: 
The formula is so creamy that it doesn’t hold a curl. It’s has no hold to it. I have incredibly straight eyelashes and need a mascara that hold curl and this is most definitely not that. 

I have combination skin and dryer/normal under eyes and this transferred like CRAZY under my eyes. It made me look like a raccoon within about 2 hours.

I thought this mascara dyed my lashes very very black which isn’t a complaint. But turns out it’s just because it’s incredibly hard to get off all the way and lingers for days if you don’t scrub it off. I typically don’t have to “scrub off” my mascara in order to get it all off. Every time I thought I got it all off- I had to think again because it wouldn’t come off of my lashes. I think this is due to how incredibly creamy and pigmented this mascara is. 


Overall this mascara is not for me. I do not recommend it due to the reasons above. However, it did a great job at giving my lashes  volume, length and darkening.",Fenty Beauty,Mascara,Yes
Minimal Thickness,4 Jan 2025,emilyc4513,"I had high hopes for the Hella Thick Volumizing Mascara by Fenty Beauty, but it didn’t quite deliver the results I was looking for. While my lashes did look a bit longer, I didn’t get the thickness I expected. They ended up looking more separated and thin, which isn’t my usual preference. I also think the wand might not be the best choice for achieving full thickness—it didn’t seem to pick up or distribute enough product to build volume. If you prefer a more natural, lengthened look, this could work, but it’s not the dramatic effect I usually go for.",Fenty Beauty,Mascara,Yes
Good mascara,4 Jan 2025,Sweetpea047,"This Fenty Volumizing Mascara glides on smoothly. The photos show no mascara, one coat, and two coats. I like the shape of the tube and the application, but I did expect more volume. Removing the mascara takes a little more low grease than my usual brand as well. Overall, I would recommend.",Fenty Beauty,Mascara,Yes
My new fav,4 Jan 2025,LusciousLisa04,I received this product for free for testing purposes. Omg I’ve never tried fenty beauty mascara and I’ve missed out! Packaging is beautiful and it lasts all day long. The color I received was “cuz I’m black” and it’s very black which I appreciate. Easy to apply and what a big difference after I apply. I definitely recommend!,Fenty Beauty,Mascara,Yes
Great mascara,4 Jan 2025,KimTheirMom,"Absolutely one of my very, very favorite mascaras of all time I purchased and gift this to all of my friends. It’s definitely in my top two very favorites. I love everything from this line. The quality is insane. This particularly has a great brush for application. That is very effective, and it has a great price comparatively some of the other brands ",Fenty Beauty,Mascara,Yes
Great coverage,4 Jan 2025,Jen516,"This mascara coats lases with ease, lengthening and thickening lashes with only a coat or two. My sensitive eyes did get itchy after a few hours, though, so I likely won't purchase.",Fenty Beauty,Mascara,Yes
Want be buying again,4 Jan 2025,Crstel82,"After using this mascara for a couple weeks now, it is just ok to me. The mascara is very thick so when it goes on it can clump up really fast I had to keep going over it wiping the brush out to clean it to get my lashes to look the way that I wanted them to. Another issue I found with the mascara was would leave me wiping under my eyes constantly removing the mascara residue, I wish it would have dried but it seemed to have stayed wet for some reason. It came off super easy when I was removing my makeup which is a plus. Haha I was super excited about this mascara but I",Fenty Beauty,Mascara,Yes
Just Okay,4 Jan 2025,ACarter0915,"This mascara is just okay. The tube is super cute and chic. The brush is on the smaller side which I like to get into the inner corners with. However it just doesn’t do much. It’s not very lengthening nor thickening. It doesn’t build well, as it dries down too fast to add another coat. On the positive side it is very black and doesn’t flake or anything. I reach for it on my lesser makeup days but for it to claim to be thickening, I didn’t have that experience.",Fenty Beauty,Mascara,Yes
Lashes look thicker and fuller,4 Jan 2025,gloria386,This is some awesome mascara. Fenty Beauty Hella Thicc Volumizing Mascara has become my go-to brand. I love how it coats my lashes. My lashes look thicker and fuller & last looking good throughout the day. The mascara does not flake or smudge. I love it and highly recommend it.,Fenty Beauty,Mascara,Yes
Soft and sexy,3 Jan 2025,Porko,"The package was simple , the mascara itself is easy to hold. The brush is soft, simple and glides smooth on my lashes. No heavy clumps which is a huge plus. Leaves my eyelashes feeling wispy, fresh and sexy.",Fenty Beauty,Mascara,Yes
New favorite mascara!,3 Jan 2025,AmandaBledsoe,"First of all, the brush is fantastic. Its design allows for even application without clumping, making each lash stand out. The formula is just the right consistency—not too wet and not too dry—ensuring that it glides on smoothly and stays put all day. 

What's impressive is how buildable this mascara is. With just one coat, you get a natural, voluminous look perfect for everyday wear. Add a second or third coat, and you achieve that dramatic, hella thick lash effect ideal for a night out. Plus, it doesn't flake or smudge, even after hours of wear.",Fenty Beauty,Mascara,Yes
A must have for any makeup bag,3 Jan 2025,3rjr,"I love using this product as it gives long, thick looking lashes, lasted all day and didn’t clump or flake. Applying it was took no effort and my lashes looked like I was wearing fake lashes. It looks really pretty and gives such nice volume. I really love it!!",Fenty Beauty,Mascara,Yes
