ReviewText,Date,Title,UserID,Brand,Product,CelebrityBranded
"The plumping effect is so good and lasts for so long! The formula is nice and is a beautiful nudey pink. The only issue is that the container leaks a bit, but other than that totally recommend!",26 Nov 2024,Works so well!,coqsniffer,Tilbury,Lip,No
so cute but u'll have to keep reapplying cus it's too thin and it leaks so badly 😔,19 Nov 2024,,mxbb,Tilbury,Lip,No
The color is pretty but the this made my lips sting so bad for so long. It was extremely painful and not tolerable. I returned.,18 Nov 2024,Painful,AnsJK,Tilbury,Lip,No
"I love this!! Such a beautiful shade, not sticky, plumps well!! Only issue is it leaks a little bit.",11 Nov 2024,Great but packing is meh,soahchas,Tilbury,Lip,No
Wow.. just wow. I loved this so much literally can’t wait to make use of this everyday. The plumping is just right not too much burn and fills out all the lines.,9 Nov 2024,Excellent product.,Zeidamo,Tilbury,Lip,No
This is such a nice plumping gloss for good makeup days!! I do not like it just on the bare face. Nice formula and plumps the lips gently. It does reduce the appearance of lines in the lips!!,4 Nov 2024,Must have in my makeup kit!!,lvlinbrar,Tilbury,Lip,No
Love the gloss and the color. The reason I gave it a three stars is because it leaks everywhere therefore I can’t travel anywhere with it. It has to stay in my vanity drawer standing up.,3 Nov 2024,Good but……,berly1967,Tilbury,Lip,No
"This is a decent gloss. Nothing amazing. What I don’t like is the packaging. Mine constantly ‘leaks’. There is always a little gunk around the wand, even after I thoroughly clean it. I don’t want to keep it in my purse because it gets on everything. Doesn’t matter how often I clean it, it still ends up seeping out around cap.",17 Oct 2024,Bad packaging,MamaMeg1975,Tilbury,Lip,No
"love the shade and formula, the plumping sting is pretty strong so if you’re not a fan of that i’d opt out but i actually like the plumping feel, also the darker shade looks great on darker skin tones, my biggest Con with this product is the packging, it leaks constantly and the stopper basically does nothing, its stained 2 of my purses and  2 friends of mine have had the same problem, we both have to csrry our goosses in separate zip loc bags but the formula is fine, just the poor packaging does not mske me want to spend the $$ on it until it changed.

 product is the packing product is the pach",17 Oct 2024,Leaks everywhere,rosakami,Tilbury,Lip,No
The scent and packaging made this one of my favorite new glosses. Can sometimes be a bit too much when you first take it out of the tube. Love the color!,16 Oct 2024,Love it,Sid216,Tilbury,Lip,No
"Pillow talk medium will always be such a flattering shade. This gloss though is so amazing, makes my lips so plump and juicy. Absolutely love the formula",15 Oct 2024,,Alexa988,Tilbury,Lip,No
"the scent of this gloss is similar to their lipsticks with a soft, subtle milk-chocolate scent. it smells luxurious and there is a slight tingling sensation, as with any lip plumping product. i am very fair and purchased in the fair-medium shade and its perfect. i am tempted to get the darker shade too! i notice my lips feeling more hydrated and smooth after using this as well.",8 Oct 2024,gorgeous!,emmythered,Tilbury,Lip,No
"Really nice shine, not too tingly, and not drying. It's a gloss so its not long lasting but its a really nice size so reapplying shouldnt be an issue.",7 Oct 2024,,RCReads,Tilbury,Lip,No
It comes off very quickly. I was very excited to try it out but I found it completely useless.,6 Oct 2024,I would not buy it again.,Kalocsa,Tilbury,Lip,No
"احببته جدا تغليف جميل ولون رائع 
منتج حلو شكرا سيفورا ع هذه منتجات رائعة",30 Sep 2024,,NadaAlK,Tilbury,Lip,No
"Wow. I was 100% influenced to buy this gloss, and I am so thankful I was. It plumps so well, it is super glossy, it is not sticky, and it smells amazing!! It is cooling and tingly, but I don't mind.",19 Sep 2024,Buy it!,mikapeters,Tilbury,Lip,No
I realize this may not be for everyone as the plumping formula is strong at first but it goes away and I don’t notice it anymore.  Leaves my lips fuller and the shade goes well with other lipsticks or just with a lip liner.  Not sticky feeling and lasts well. Already on my second tube💕,19 Sep 2024,Lips do appear plump yet moisturized love!💕,dazzlestar9,Tilbury,Lip,No
One of the glossiest if not the glossiest lip gloss i own. I don't care for the plumping effect. I love the smoothness of it and the shade is pretty. It could be a Lil bit thicker in my opinion. overall I'm very happy with it and I reach for it very often! wish there was more than just 2 shades.,19 Sep 2024,My favorite,luv4beauty,Tilbury,Lip,No
When i first got out i was surprise on how cute the packaging was it was giving off “better than sex” brand packaging everything went good it was stinging my lips like what a lip plumper do. But then i realize the gloss was leaking out of the packaging.,17 Sep 2024,Eh,strawberryxli,Tilbury,Lip,No
"Truths - its does have a tingling sensation even if it touches your tongue. There is too much gloss on the application and spills over the cap. 
Its a nice shade and very very glossy. As we know - gloss does not last so re-apply is a must.
It does not plump - I believe the ""tingling sensation"" is a correlation that its working. It is not. Refer to a mild cayenne pepper tingle. 
Its either a fun feeling that is must be working or a dislike feeling that it is not. 
I can tolerate the feeling and will use the rest of the product, but will not purchase again.",12 Sep 2024,The Tingle does not mean its working.,TransAM,Tilbury,Lip,No
"love the product, but for this price, you shouldn't have to worry about product leaking onto your handbag or on your hands.  it's gross.  the color range is equally disappointing.  Will go back to Rhode when this tube runs out.",11 Sep 2024,Leaking Packaging,casssssss,Tilbury,Lip,No
love this shade of gloss! it also doesn’t “burn” as bad as i’ve heard people say. personally i only feel a cooling sensation after application.,9 Sep 2024,every day gloss,hannahhse,Tilbury,Lip,No
"Packaging is pretty but there is wayyyyyyy too much product on the applicator. Even looking at the tester in store, it is leaking everywhere. 
Gloss itself is pretty, not as plumping as the Too Faced Lip Injection Extreme I find. 
Couldn't handle the smell.. it's kinda chocolatey",7 Sep 2024,,lyly91,Tilbury,Lip,No
"horrible burning/cooling sensation. very uncomfortable, smooths out lip lines and plumps but not worth the unpleasant sensation",6 Sep 2024,i hate it,jules6264,Tilbury,Lip,No
I absolutely love this lip plumbing gloss it makes your lips feel so soft and supple. It’s last for hours I also love that it has a cool tingling sensation it’s a must have.,6 Sep 2024,It’s a must have.,ShezMizzBerry,Tilbury,Lip,No
One of the thing that i loved the most was the packaging so beautiful .The texture is same as lip gloss but this type of lip gloss on my personal opinion i don't like it.,5 Sep 2024,So glossy,olga23,Tilbury,Lip,No
"I’ve been wearing this for two months almost everyday and I’m about to buy my second lip gloss because I love it that much.
I usually have an issue with products making my lips peel, but this one does not",29 Aug 2024,Must-have product if you love lip gloss,madeelynn,Tilbury,Lip,No
Umm I love…. The perfect spicy tingle and in an iconic color. All of my friends used it for a night out and wanting to buy one.,29 Aug 2024,New favorite plumper!,halhalj,Tilbury,Lip,No
I used it once and it was painfully plumping! It stung so bad and it just didn’t stop. I can handle some tingling but the burning was so uncomfortable!,26 Aug 2024,A pass for me!,MichaelaRae412,Tilbury,Lip,No
"Love the gloss! Worth the price, my new fav gloss. Shiny look on lips! ￼",20 Aug 2024,"There a tingling feeling, like mint ￼",goldengail07,Tilbury,Lip,No
"I like how the gloss feels on the lips, a slight tingly and doesn’t burn. The packaging is cute but faulty for the price. Mine leaks no matter how it’s situated (upright or laying down ) huge disappointment as I can no longer travel with this gloss.",19 Aug 2024,Disappointed in the packaging,LipstickLover31,Tilbury,Lip,No
I love everything about this gloss. I love the packaging as it’s very girly and fun and I like the gloss itself!! It’s not sticky or heavy on the lips and the color looks beautiful against my skin tone,14 Aug 2024,A must have for sure,Shishi3,Tilbury,Lip,No
"Loved the color and it did smooth the lips but just okay especially for the price. I have cheaper products that give the same plumping affect for much less. If you’re a Charlotte Tilbury fan and want to splurge, it’s a pretty one 
 to add to your",12 Aug 2024,Beautiful but just okay,Bubbz86,Tilbury,Lip,No
Didn’t like the shade on me and how it made my skin feel,11 Aug 2024,,PuddanCup,Tilbury,Lip,No
Obsessed with this product! Beautiful color and makes my lips appear more plump.,6 Aug 2024,,xoCassandra,Tilbury,Lip,No
"It’s my favorite gloss, but the packaging is horrible!!! Half of the product is on my bag now.",2 Aug 2024,too messy :(,jufowler,Tilbury,Lip,No
"It is a good product but it is not really worth the price. The color, hydration and effect it has are the best, but in my opinion and after having used it for some time I have realized that it does not last long on the lips.",2 Aug 2024,,,Tilbury,Lip,No
I love the colour and the plumping effect doesn't bother me.  I have a high tolerance for tingling on my lips so take that for what it is.  I hate the packaging.  It's childish and bulky and kind of ugly.  I would actually put this more like a 3&1/2 stars.,25 Jul 2024,Pretty colour bulky childish package,trusiecki,Tilbury,Lip,No
"Absolutely love this product! Not too overwhelming, looks great, not sticky like some other brands, and reapplies really well!",16 Jul 2024,Fabulous,ReviewBaddie,Tilbury,Lip,No
"Torn. It is the least painful and most stunning lip plumper on the market right now but the packaging sucks for $36. I find myself constantly having to clean the tube because it doesn’t matter how careful I am on the application, the gloss goes EVERYWHERE. Honestly for that reason alone I don’t see spending another $36 once this tube is finished.",11 Jul 2024,A BEAUTIFUL MESS,izzy722,Tilbury,Lip,No
"Best lip plumper i have purchased, trust me GET IT!! I love using this as a blush too, it gave me this overall glow blush on my face and not sticky. It lasts so long and really plumps. I love all lip products from this line. The only reason I'm givint it 4 stars even thought it deserves 10 is bc i never read 5 star reviews since most are incetivez.",10 Jul 2024,THE BEST,misscalc,Tilbury,Lip,No
I love the colour and the packaging is amazing but unfortunately it burns alot and kinda leaves faint burn marks on my lips? they look so swollen and wrong afterwards. I've uses plumping products before and it didn't do what this did.,8 Jul 2024,,coffeeaddicttt,Tilbury,Lip,No
I absolutely love this lipstick. The shade and the finish is to die for. I feel so good and pretty whenever I wear this lipstick. I wish all of my makeup made me feel this way. The shade is great for everyday makeup.,4 Jul 2024,Best shade and finish ever!,Nayedom,Tilbury,Lip,No
Love this lip gloss! The color is simply beautiful whether used alone or over color! Stunning! The tingle is intense but this one actually does have discernible plumping! It’s a great lip gloss,3 Jul 2024,Beautiful color - intense tingle,celticgirl1,Tilbury,Lip,No
I enjoyed this lipgloss. The scent is subtle but nice. I think the color is pretty universally flattering. It is a little too glossy for my preference and doesn’t have a ton of staying power. The plumping is subtle as well.,3 Jul 2024,Nice color and subtle plumping,ericarae367,Tilbury,Lip,No
"I have both colors and was honestly really impressed. With a lipliner, these are very long lasting in color and in a mild plumping effect. Both of the colors are really nice and good for everyday. The tingling sensation did not bother me at all but I have a relatively high pain tolerance - but even without that, I think it is mild, also in comparison to other plumping products. Definitely recommend.. The tingling Rosie",30 Jun 2024,Great product,kcali31,Tilbury,Lip,No
This is the best lip plumper I have tried! Not painful and gives fast results with a stunning berry color that looks great on its own or with a lipstick underneath.,29 Jun 2024,Absolute must in my makeup routine!!,marietaylorm,Tilbury,Lip,No
"Love the way it makes my lips feel and has beautiful shine, but doesn’t last long at all. I have to reapply multiple times throughout the night even if I’m not eating or drinking! There are better lip products that have a better wear and lower price. similar and a lower price",28 Jun 2024,Has short wear!,abbyb27,Tilbury,Lip,No
I've been using this product for about a week. Let me tell you it is not like any other lip plumper I've tried it's not burning when you apply it feels like nice warmth and then cooling. The smell 10/10 packaging 10/10 product 10/10 over all 10000/10,28 Jun 2024,,Waterdasiy,Tilbury,Lip,No
"I purchased this yesterday and let me tell you, the tingling/stinging sensation was intense! It looks great on, colour and definitely plumps your lips, but be aware to be a little uncomfortable for a good 5-10 minutes once you put it on and wait for it to settle.",27 Jun 2024,,Greekgirlfp,Tilbury,Lip,No
Amazing absolutely loved it! Obsessed obsessed obsessed,27 Jun 2024,Amazing absolutely loved it!,MichelleLauren2,Tilbury,Lip,No
"This is a great product, it def gives a plumping effect. The only downside is that I wish it lasted longer. The packaging is super cute and makes application very easy!",27 Jun 2024,New staple,DoodleMama18,Tilbury,Lip,No
"I did not want to like this, but I am obsessed with  the color and the hydration. My lips are so moisturized and this color is like my lips but better. No plumping to be seen, but the color is so good!",27 Jun 2024,"Hydration and color, yes! Plumping, not so much",dissyrock,Tilbury,Lip,No
"Shiny and painful. Not sure how much it plumps. I should have gotten the darker shade, since this one is the exact cokiyr of my lips, and so is the Fair Pillow Talk lipstick. It rather defeats the purpose for me. I will not repurchase as there are less expensive options that do the same in more shades.",26 Jun 2024,Nice shine but less expensive options exist,goddesseyes,Tilbury,Lip,No
Good addition in my glosses. I usually add it on top of my lipstick gives a very subtle shine and this last.,20 Jun 2024,Good to have,anoushey,Tilbury,Lip,No
"I am not a big gloss person, simply because many formulas are so sticky that’s it’s uncomfortable to wear but this gloss defintely changed my mind about that. This is such a beautiful creamy gloss i received color fair medium which is a beautiful soft pinky mauve color. Only thing I would say is that I don’t think it’s plumping like it says it does it’s only a tingly feeling but I personally don’t feel like it does anything to “plump the lips”. Aside from that this gloss is super creamy and glides on super easilyu I love the big doe foot applicator as it makes it super easy to apply. Now I know charlotte tilbury is a bit of a pricier brand but man oh man I would defintely purchase this product it’s amazing! I received this product in exchange for my honest review.",17 Jun 2024,Beautiful color and gloss!,Val3231,Tilbury,Lip,No
COLOR AND APPLICATOR AMAZZZINGGGG!! doesnt last as long as i would like,17 Jun 2024,love,jacqlene,Tilbury,Lip,No
"Plumping tingle without burning, I got the darker color and really love how it looks with pretty much everything and does plump, enough to be noticeable. I'd recommend this for someone who is sensitive to lip plumper but still wants to dip their toes in.",14 Jun 2024,Good for sensitive lips,LicyPiecey,Tilbury,Lip,No
"I’m definitely a plump gloss girly, I love the tingly/firey feeling but I must say, I find this one a lil bit over bearing then what I’m use to cause like why is my lips still on fire 2 hours later?? This gloss is not for the weak so, proceed with caution. But, other than that, absolutely love the colour on me.  This shade is beautiful on all skin tones especially the darker girls like me and the gloss is non sticky and pretty long lasting. Thumbs up for me!",11 Jun 2024,PLUMPGASM FOR REAL.,indasian,Tilbury,Lip,No
After using this product for a week I can't seem to live without it! It keeps my lips soo plump and glossy! And you get a great amount of product and great packaging,11 Jun 2024,Ever day gloss or dress up gloss,lameesA237,Tilbury,Lip,No
"is a very good product. The only thing I have a problem with is how the lipgloss gets all over the tip of the bottle of the lipgloss, but overall it’s great. ￼",10 Jun 2024,overline lips with gloss to have that pump look,yahairat120408,Tilbury,Lip,No
"I really like the color and formula, but it doesn’t last real long on me.",10 Jun 2024,,KEN47,Tilbury,Lip,No
this is the first plumping gloss i’ve tried and it’s absolutely stunning!!! no matter your skin color you can’t go wrong with either color! i thought my skin would be too dark for the light color but it wasn’t the lip gloss isn’t so opaque and looks beautiful over brown liner!,9 Jun 2024,,vetronika,Tilbury,Lip,No
No colour payoff :( the colour is so so light that it’s not even worth it- it looks like a lip balm. I returned and got the deeper shade,8 Jun 2024,Skip the light shade no matter your skin tone,Ourart,Tilbury,Lip,No
"I have very tiny lips and I’m not a lip plumper person because I don’t like the tingly sensation that gives this kind of glosses BUT I wanted to give it a try because I love the brand #charlottetilbury and believe me this gloss truly worth it, I can feel my lips sexy and the tingling sensation is not exaggerated. I received the color Medium-Deep.",8 Jun 2024,Sexy Lips,Donapompas,Tilbury,Lip,No
"I do agree with some of the reviews that the feeling is intense. I honestly don’t see much plumping either, so giving it four stars. The color saved this review…because this color is gorgeous. Received a lot of compliments on the color!",7 Jun 2024,Not much plump,ashleymc,Tilbury,Lip,No
"It burns so good, it makes them plump and when you take it off they still look good. It feels more fresh and minty compared to every other lip plumpers and I perfer it, the colors are really pretty too. 
If your lips are super sensitive I would not recommend, it feels minty right away but is manageable.",6 Jun 2024,Love love,alijay777,Tilbury,Lip,No
The plumping on this gloss feels like when you eat something with hot sauce on it and it makes your lips tingle. The packaging is so childish looking and reminds me of Polly pocket. I don’t think this is worth the money.,5 Jun 2024,,litolhoku,Tilbury,Lip,No
This is a must have for me now! I have both shades and they definitely give your lips that juicy glass look!,5 Jun 2024,A must have!,aanika,Tilbury,Lip,No
"First let me say that I usually love all things Charlotte Tilbury and all things Pillow Talk. While this gloss is pretty and in pretty packaging, it burned my lips like crazy, and I can tolerate most lip plumpers. I was also disappointed because within 15 minutes the gloss had worn away my CT matte pillow talk lipstick and the lip liner too. So this item is a hard no for me on account of the poor staying power and the burning. I honestly do not think that this product made my lips appear plumper either.",4 Jun 2024,Burns & Removes Lipstick,Katieblingbling,Tilbury,Lip,No
The style of the gloss is AMAZING it’s so cute! I already have pretty plump lips but it this did add a bit of pizzazz to them which is nice. It’s a good lip feel like a tingle after you put it on but not too much. And no icy hot smell which is plus plus,30 May 2024,,MoBabie17,Tilbury,Lip,No
"Oh, I love it! The color is perfect and it’s doesn’t sting. It’s the most gorgeous shade of pink good for light medium skin tones",30 May 2024,Love it,sha555,Tilbury,Lip,No
"I love the pillow talk liners so I gave this a try, wow! Obsessed! Not usually a lip plumper fan but this one is so gorgeous on the lips and doesn’t irritate my lips like other plumpers. Will definitely be repurchasing!",23 May 2024,Must-have,chelseymac,Tilbury,Lip,No
"I loved this product! It was superrr plumping. The color is very neutral, which makes it versatile, but I often find myself layering it with other products to add some more color.",23 May 2024,,AlliePuz,Tilbury,Lip,No
The color is beautiful and plumping effect is good but this product stings worse than any other plumping product I have every used.  I had to return it.,22 May 2024,Plumping effect is good but it stings,snowtigr,Tilbury,Lip,No
"It burns, it does work. Def plumps. Doesnt stay for very long. I put it on while doing my make up so my lips are nice and plump for the application of my lippie i will wear all day. Price sucks/the burn is pretty intense",21 May 2024,Get it if you want tooo,jordan619,Tilbury,Lip,No
Love the way my lips look and its not extra sticky,21 May 2024,,redbyrd13,Tilbury,Lip,No
This is a big yes in my book! Plumps my lips perfectly and gives my lips the perfect amount of  of color! The packaging is adorable as always. I’d definitely say it’s worth the price. It also has a very yummy scent!,20 May 2024,My new go to lip product!,anrome98,Tilbury,Lip,No
The color & plumping feel is good but it has no staying power at all. You will have to reapply over and over.,20 May 2024,No staying power,HennyCastle,Tilbury,Lip,No
"This climbed to the top of the ranks a little too quick. You can feel the plumping effect immediately and the gloss effect? Super shiny! The price is a little outrageous but I loved it so much, I ended up getting both colors. *sigh*",18 May 2024,TOO GOOD,makep,Tilbury,Lip,No
"This is a nice gloss,not sticky, and the color looks good. I’m fair,but the darker color looks good! But…I don’t like the fat tube. It’s messy and an awkward size for me. I don’t necessarily think it lives up to its claims.It’s slightly plumping,but I haven’t seen lingering fullness.",18 May 2024,,venicefemme,Tilbury,Lip,No
"I had the pleasure of trying out the latest product from Charlotte Tilbury Pillow Talk Big Lip Plump Gasm in Pillow Talk Fair-Medium. I found the applicator to be interesting. The shape was really nice but it wasn't firm enough which made the application a little weird. I liked the color, I found it to be more sheer than what the product looked like in the tube. The plumping was also nice, I wouldn't say it was very different from any other lip plumper but I did like it. I received this product complimentary from Charlotte Tilbury and Influenster in exchange for my honest opinion.",17 May 2024,It was nice,SmittenMsKitten,Tilbury,Lip,No
Wow cheap ingredients gave me an instant lips sore took three weeks to go away!!!,17 May 2024,Horrible burn,brigitte66,Tilbury,Lip,No
Just got this in and I am hooked!! The plumping produces more volume than other brands I've tried and it doesn't feel like a bunch of bee stings on your lip. It does have a icey hot feeling but it's not bad. Love the shade and the hydration.,16 May 2024,Love it!!,Dot325,Tilbury,Lip,No
"Wow! This gloss is mega plumping, line-smoothing and super shiny! I have both fair/med and med/deep and they are both very flattering pinky neutrals!. Pairs so nicely with any similar or deeper lip liners to give definition and shape to the lips, and enhance the plumped look. The plumping action packs a punch and you can feel a little warm/tingly sensation for the first few mins but then it goes away and you're left with the most juicy, plump pout.",16 May 2024,Punchy but Gorgeous,mermaidplum,Tilbury,Lip,No
A bit runny and minimal pigment so it doesn’t last long.  Plumping is not bad compared to other products.,16 May 2024,Decent Product,juliemns,Tilbury,Lip,No
"It’s fine and the shade is pretty. However, you can’t apply too much or it becomes goopy and collects on the inner corner. It’s also very sheer and it’s not as plumping as I hoped. Overall, just ok.",15 May 2024,"For the price, I expected more.",TaurielUchiha,Tilbury,Lip,No
"I loveeee this! The colour is beautiful, looks perfect for every day but also has enough colour to not look like you’re just wearing chapstick. It has a really good plumping feeling too. I don’t love the size of the container, kind of big for my purse. But overall it’s beautiful and worth the cost in my opinion!",15 May 2024,Winner winner,nicG90,Tilbury,Lip,No
Love it !!!!!! So soft like Kashmir￼ on your lips! It’s plumping and hydrating!!,15 May 2024,Must have it as part of day in day out,GlamElona,Tilbury,Lip,No
Absolutely love!!  I love that it plumps and the color is amazing!!,15 May 2024,,jmrock,Tilbury,Lip,No
"I didn’t like it because it smudges ,it doesn’t stay in place and after couple of minutes my lips look messy .It does plump though.",14 May 2024,,Hridy,Tilbury,Lip,No
I love this! I pair it with a lipliner and it has enough pigment where I don’t need a lipstick. Lasts a couple hours as well and really like the applicator,14 May 2024,,mzkay,Tilbury,Lip,No
"While I like the color of Pillow Talk, the plumping process stings for way too long. It’s uncomfortable to wear and there isn’t enough payoff to make the stinking/burning worth it.",14 May 2024,Stings Too Much,msgreeneyes,Tilbury,Lip,No
"I bought this lip gloss and was obsessed with it. The only thing I don’t like about this product is that it burns my lips. I will put it on and it makes my lips stunning, shimmery, and it makes them look like silk. After around 10 seconds though, they start to burn for a while’ and it hurts a lot.",13 May 2024,It burns my lips,slaycea,Tilbury,Lip,No
Love super beautiful shine and I love this color it suits my lip color,13 May 2024,Perfect neutral for me,bretoney,Tilbury,Lip,No
"This product did nothing to plump my lips and, in fact, irritated and chapped them. I have used some pretty decent plumpers over the years and was really disappointed this this one. Plus, I find the packaging sort of embarrassing for a grown woman. It's not luxe. It's a chunk of oversized plastic that says Pumpgasm in big letters up the side. Color is okay, but zero staying power. Returning ASAP.",13 May 2024,Ignore the hype and keep walking...,Souxie,Tilbury,Lip,No
"While using the New Charlotte Tilbury Pillow Talk Big Lip Plumpgasm Lip Gloss I noticed that within seconds, my lips started to tingle and there was a coolness.I was very impressed with the initial plump of my lips when first using this product, however the thing that I loved most was the gorgeous glossy finish. I recently received Pillow Talk Big Lip Plumpgasm Plumping Lip Gloss for free from Influenster and I most definitely recommend this Lip Plumping Gloss to everyone out there who is looking for the perfect Lip Gloss that will make their lips look irresistible.",13 May 2024,~Must Have Lip Plumping Gloss~,Kalley334,Tilbury,Lip,No
I don’t know how this product can get high rated reviews!!!it burnt my lips and now I am struggling with burnt lips and left over marks.Total flop,10 May 2024,No!!!,shamz,Tilbury,Lip,No
Love love love this gloss. This picture is after 3.5 hours of applying and the plumpy gloss is still there !!! Can’t thank them enough to create such a thin beautiful formula!,8 May 2024,True plump!,nasR05,Tilbury,Lip,No
"It smells very good and leaves a fresh feeling on the lips, the presentation is very beautiful from the bottle and has a suitable size to last a long time",8 May 2024,Lip plum,natalygomez1995,Tilbury,Lip,No
"So as I get older I'm finding I've developed chicken lips, and I don't want to get injections so I thought I'd try this with the matching lipliner (cheat). I was afraid I'd look ridiculous but I actually like how it turned out.",8 May 2024,,Perripants,Tilbury,Lip,No
amazing product i love the entire line! this is such a beautiful shade!,7 May 2024,thank you Charlotte tilbury!,AmyJForneytx,Tilbury,Lip,No
Has a nice consistency. Not too sticky or oily. Provides nice shine and the plumping effect doesn’t sting. Perfect for everyday as the color isn’t too opaque like a lipstick,6 May 2024,Beautiful everyday lip plumper!,kimyb,Tilbury,Lip,No
I absolutely love this lip gloss. It gives lips that beautiful plumped look without burning. It blurs lines in the lip and the color is amazing,6 May 2024,Cannot live without it now,meliramir386,Tilbury,Lip,No
I love the packaging of this. For the price I think it’s very worth it. Great for anybody. Love the color tint and effectiveness. Great value and last a long time.,6 May 2024,,aymibaby,Tilbury,Lip,No
The packaging is so pretty I love the velvety softness of the gloss. The scent is very subtly sweet and smooth. The price range is reasonable for what it is and it does give the lips a bit of plumpness.,5 May 2024,After using this I will start using plumpers!,breebunny1996,Tilbury,Lip,No
"This is actually a really solid gloss with a beautiful neutral color that works well on its own or as a gloss topper. It has a vanilla marshmallow scent and has the lip plumper tingle. I wouldn't say it's an extreme plumper but it's the same typical spicy feeling, and it does plump you up a bit. Love that it doesn't have an intense burn!",5 May 2024,Solid gloss ok plumping action,Sammichicago,Tilbury,Lip,No
This did not do anything for me. Did not like it. It also does not have long-term staying power.,3 May 2024,,mahru,Tilbury,Lip,No
Charlotte’s Big Lip gives you intense shine and a pleasant plump sensation. I love the large applicator as it distributes plenty of product with a slight signature fragrance.,2 May 2024,"Love, Shine and Plump!",TunaChic,Tilbury,Lip,No
"I love this plumping lip gloss because it doesn't sting as bad as some of the others, but it does the plumping trick just as well! The color is absolutely beautiful and the packaging is so cute!",1 May 2024,So pretty!,MrsMatheny,Tilbury,Lip,No
I love the color and the plumping of this lippie!  The plumping is not painful… just enough.,1 May 2024,Beautiful and plumping,Bradybeags,Tilbury,Lip,No
"I received the complimentary Pillow Talk Big Lip Plumpgasm Plumping Lip Gloss in the shade Medium Deep in exchange for my honest review. The packaging is super cute!  The lip gloss glides on smooth, feels moisturizing, and non-sticky. A slight tingle begins within seconds of application (like Carmex) Then it intensifies and it gives a hot & cold sensation. I am not sure how they figured how to do that but it actually feels hot then cold, hot then cold, hot then cold…. Then eventually fades away. I really like it!  I didn’t have any adverse reactions. The shade I chose is perfect for every day.  I already have juicy lips to begin with, but I didn’t mind them getting juicier at all! This is a lip gloss I see myself reapplying multiple times a day and will definitely consider purchasing once I am done with it.",1 May 2024,The Juicier The Better!!,OlenaRosanne,Tilbury,Lip,No
