Title,UserID,ReviewText,Date,Brand,Product,CelebrityBranded
Flake city,DiandraLynn,"The formula dries very fast so when you attempt to add more coats, it begins to cause flakes. Disappointed. I had high hopes. Listen to the reviews on this product.",03 Feb 2025,HausLabs,Mascara,Yes
,mlandpeach,"Fantastic mascara! I have short, straight, thin, and blonde lashes. No mascara has ever made it look like I was wearing falsies. However, this one is one of the best I've tried. My eyes are kind of sensitive but have no issues with this mascara. I get the best volume and length any mascara has given me, and there's NO flaking or smearing. On my hooded eyes, mascara often smears on my upper eye area. I want COLORS!",03 Feb 2025,HausLabs,Mascara,Yes
,hyphenwinter,"Lashes fell flat immediately, which never happens to me. Bummer formula.",03 Feb 2025,HausLabs,Mascara,Yes
,RNdani,"Love this. It is my favorite mascara ever! Would love a brown one. If you’re thinking about getting, definitely do!",03 Feb 2025,HausLabs,Mascara,Yes
Real lash look!,TereeCI,Love it!  One coat does a good job at tinting my lashes without liking like I have any mascara on. Buildable and lengthens ! I do wish there was a water proof one.,03 Feb 2025,HausLabs,Mascara,Yes
Caused eye irritation,nicolekorissa,"Was super excited and wanted to love it, but fell short of the hype. The wand shape made it hard to get even coats, and after a week of using it, my eyelids started getting irritated. I have pretty long natural lashes, so maybe this wasn’t the right type of mascara for me. My lashes didn’t hold much of a curl with this either.",03 Feb 2025,HausLabs,Mascara,Yes
I didn’t experience the hype!,candacelouise,I didn’t experience the hype! It was ok. I found it ok and equal to most drug store brands.,02 Feb 2025,HausLabs,Mascara,Yes
,gabz88,"Not worth the hype at all. Made my eyelashes really dry and did nothing for the length. I wanted a comparison to the Charlotte Tilbury mega exagger, and it failed next to that one.",02 Feb 2025,HausLabs,Mascara,Yes
Not ‘As Advertised.’,HayzeMoneyy,Extremely disappointed by the wand! It doesn’t ‘lengthen’ as advertised; I only noticed a difference in thickness. Definitely recommend a different mascara for a more natural my lashes but better elongated look.,02 Feb 2025,HausLabs,Mascara,Yes
"Love the final result, don’t love the wand.",sydneydice,"Docking one star because I don’t love the little nub at the tip of the wand. I feel like it made application messy in my corners, so I had to do a bit of cleanup with a q-tip. I do love the final outcome of the length and volume it added though. Unsure if I will buy it in full size(got the small sample with rewards points)",02 Feb 2025,HausLabs,Mascara,Yes
,Tavyy,"Had high hopes, but its not good. There are better options out there for this price point.",02 Feb 2025,HausLabs,Mascara,Yes
Too heavy and too wet,Klc15,"I wanted to love this mascara after all the hype and before/after pics. But for me, it was way too wet. It took the curl completely out of my lashes and weighed them down. They went from curled to completely straight in one swipe.",02 Feb 2025,HausLabs,Mascara,Yes
Lazy girl approved,Isabele93,"I think this mascara is AMAZING! I don’t curl my lashes- don’t have time, so to find a mascara that all I have to do is apply and my lashes look bomb is fantastic! 10/10 recommend if your a lazy girl like me just looking for a great mascara",01 Feb 2025,HausLabs,Mascara,Yes
Not worth the price so basic,MakeupM25,This mascara is a flop for me. I naturally have curled lashes and the formula somehow weighed them down and my lashes were pointing down. I usually only do 2 coats which I think is the standard. Will definitely be returning,01 Feb 2025,HausLabs,Mascara,Yes
,ChelsBCR,It’s really not that great! There are much better mascaras.,01 Feb 2025,HausLabs,Mascara,Yes
It’s a great mascara!,Magaliii,"I love this mascara, whenever I take off my makeup I am not struggling to rub it off which is really nice. With most mascaras I’ve tried, it’s always hard to rub off and then I lose lashes in the process. I don’t have to deal with that anymore so I am happy (:
The only downside is that it flakes a bit by the end of the day. I don’t really care about that but if you’re really picky with your mascara then maybe  should not try it.d",01 Feb 2025,HausLabs,Mascara,Yes
I love this but need a waterproof formula,Dusty36,I love this! I just wish it came in a waterproof formula. I only give it four stars bc I can't wear it on my bottom lashes without it smearing under my eyes. My eyes water really bad especially in the winter months.,01 Feb 2025,HausLabs,Mascara,Yes
Very disappointing!,SuzsannaHK,"So disappointing - should have returned it!  Dry, clumpy, flakes off within hours.  One of the worst mascaras I've ever used. Sticking with my Bobbi Brown!",01 Feb 2025,HausLabs,Mascara,Yes
Average mascara,Rachlovin,It’s just ok. I’ll use the whole product and probably buy something else. It’s not the best but also not the worst. Doesn’t irritate my sensitive eyes.,01 Feb 2025,HausLabs,Mascara,Yes
,1991MandiCox,Great for lengthening and volume but looked like a raccoon at the end of the day. Super sad,01 Feb 2025,HausLabs,Mascara,Yes
Stellar,julesjuls,Love this mascara. I’ve gone through several vegan mascaras in the past year not being fully satisfied. This is the first one that I feel like actually delivers on its promise. I feel like a lot of work went into this formula. It def Len goformula.Itfdoes for,01 Feb 2025,HausLabs,Mascara,Yes
Had High Hopes,annachronismuss,"I really wanted to love this mascara. It felt amazing on, I love the packaging, but it flakes REALLY badly and bleeds onto the undereye. It's giving raccoon eyes. :( This reminds me 100% of the milk makeup Kush mascara - both are great but give them 5 minutes and they'll flake or smudge. :(",01 Feb 2025,HausLabs,Mascara,Yes
,emaugustperry,"As someone with sensitive eyes, I love a clean mascara! Great for daily wear but also buildable and bold for the night. Will definitely be keeping in my makeup bag :)",31 Jan 2025,HausLabs,Mascara,Yes
Not for me!,HYPEmom1968,"Unfortunately this caused a major allergic reaction. If you have sensitive skin or eyes, I wouldn't recommend. Hope it works better for everyone else. Was really looking forward to something new",31 Jan 2025,HausLabs,Mascara,Yes
Love at first sight butttt,Ericasmommy,My lashes didn’t stay up and ended up weighing￼ them down. I even curled them before. when I curly my eyelashes without any mascara they will stay up most of the day & never have a problem with mascara weighing my eyelashes down,31 Jan 2025,HausLabs,Mascara,Yes
Long and feathered lashes!,beautyel,Love how long and feathered this makes my lashes look! It is a great mascara for anyone who doesn’t like clumpy mascara. It doesn’t smudge under my eyes like like other mascaras do. I also like that I can build it up with multiple layers for a night out.,31 Jan 2025,HausLabs,Mascara,Yes
Great for volume,BabyDre,"I was recently gifted by @hauslabs 
The New B Structural Volumizing and Lengthening Mascara. I’ve been testing out for a few weeks now so let’s talk about it. This Mascara has a two sided brush that allows you to create volume and length. The formula itself makes my lashes look darker, thicker and gives them a nice amount of volume. I really like the overall look it creates.
This mascara is meant to be long wearing but not waterproof. 
When it comes to mascaras I find that a lot of them end up rubbing off or flaking. I do find that this mascara rubs off after a few hours and leaves a little bit of a stain on my under eyes.",31 Jan 2025,HausLabs,Mascara,Yes
,Elizabeth8889,"I had seen several good reviews of this mascara plus I'm a big fan of other Haus Labs products, so I thought I would try it out. It started flaking on me almost instantly. It didn't make my lashes look longer nor did it add volume. I may give it 1 more try, but I think I'm going to have to return this.",31 Jan 2025,HausLabs,Mascara,Yes
,ashrenee7987,I was a pat McGrath die hard this formula changed the rules of the game for me. I don’t think I could ever use another formula ever again. It’s beyond amazing.,30 Jan 2025,HausLabs,Mascara,Yes
,lisaDee79,Racoon eyes alert! Looks nice for first 5 minutes.,30 Jan 2025,HausLabs,Mascara,Yes
,,"If you have fine eyelashes that won’t hold a curl, I wouldn’t recommend. Even though this isn’t a wet formula, it really weighed down my lashes after just one coat.",30 Jan 2025,HausLabs,Mascara,Yes
"Gives beautiful, natural length",cheysiouxbeauty,Definitely gives length but in a natural way. Doesn't make my eye lashes look like spider legs. It didn't smudge on me. If I didn't already have long lashes I would buy the full size version ( I used my points to get sample size).,30 Jan 2025,HausLabs,Mascara,Yes
Nope,catlopez71,"Nice brush but it gave me Raccoon eyes. Just smudges under eye, even if I just put on top it still ended up on under my eyes.",30 Jan 2025,HausLabs,Mascara,Yes
Awesome but not perfect!,Shaynamash,I love Haus Labs and think their products are spectacular. I was so excited to try this mascara. I really love how beautiful and easy this mascara is. It gives a natural non clumpy look that I personally love. However the mascara tends to smear. I have greasy eyelids and if I don’t powder up then it smears and flakes off. I also wish it was waterproof cause i like my mascara to survive tears.,29 Jan 2025,HausLabs,Mascara,Yes
,AfafB,"Nice definition, doesn’t flake. Good volume and length without clumping. Only took a star off bc I feel it’s over hyped, it’s a great mascara but not much different. Now haus lip glosses, those are amazing n",29 Jan 2025,HausLabs,Mascara,Yes
,paytonw97,I have never left a review but I was heavily influenced to get this and I wish it was a winner but it gives me the WORST raccoon eyes and flakes after only a couple of hours :( I’m still a haus labs stan though I will continue to purchase other produc,29 Jan 2025,HausLabs,Mascara,Yes
Do not even try it if you have straight lashes,Breeya,My lashes were weighed down within 10 minutes of applying and it smudged all over my eyes as the day went on. Packaging is very cheap feeling and it’s honestly just a really poor quality product. Love haus labs but this is not it,29 Jan 2025,HausLabs,Mascara,Yes
Too much Flaking,Kelliaultman,Do not buy this if you are planning on wearing this for more than 2-3 hours. It flakes everywhere. Save your money.,28 Jan 2025,HausLabs,Mascara,Yes
pass.,jackiehope,Looks great right after you apply it... and then it's all downhill from there. Major flaking and raccoon eyes after only 2-3 hours.,27 Jan 2025,HausLabs,Mascara,Yes
Not a winner,dorsalfin20,Smudging was not ideal. Clumps bad too. I  really liked that it was contact friendly and it felt really good all night but sadly going back.,27 Jan 2025,HausLabs,Mascara,Yes
Smudged really bad,osjhtafri,"I was so excited to try this because I love mascaras that don’t add a lot of drama to your lashes. But after only an hour this smudged really bad on me without me touching my eyes or anything. Maybe it’s just me, but I wouldn’t recommend",27 Jan 2025,HausLabs,Mascara,Yes
It made my lashes look great but….,unityduke,I really wanted to love this and I had high expectations but unfortunately it flaked throughout the day and transferred onto my eyelids near my eyebrow.,27 Jan 2025,HausLabs,Mascara,Yes
"It burns when washing it off, SO GOOD THOUGH",atarnarider,"when i first started using it for some reason it didnt really work but then i got the hang of the flat and curved side, i will say that when i wash my face this is the only mascara that literally burns my eyes!!! It is such a pretty mascara and I will probably end up sucking it up and using it because its that great though.",27 Jan 2025,HausLabs,Mascara,Yes
A must have,Mirazouri,I could say amazing but similar to Maybelline lash sensational. What i loved about it it does not clump or smudge and you can build it easily and it is so light on the eyes.,27 Jan 2025,HausLabs,Mascara,Yes
,sg8668,"If you’re looking for a soft mascara look then this product is for you, if you like your lashes to be bold then this is not for you. I had to apply 4 layers to really get my lashes how I like. There’s definitely more affordable drug stores brands that do better.",26 Jan 2025,HausLabs,Mascara,Yes
Flakes Like No Other,audracofo,"Everything I’ve tried from Haus Labs has been stellar, until this mascara. Influencers have consistently been raving about it, so I thought I would give it a shot even though I happen to love my usual mascara. I’ve never had a mascara flake off like this one. Within an hour, my under eye was covered in mascara flakes. Returning.",26 Jan 2025,HausLabs,Mascara,Yes
Its okay,hockeydiva,It's not bad but I wont be repurchasing. Easy to get off at the end of the day. Creates some volume but not any better than a drug store. Iila is still the best for me.,26 Jan 2025,HausLabs,Mascara,Yes
Best mascara ever!,Virgibella,This is the best mascara I ever had. I love that really gives my natural lashes full volume and length. I also love is vegan and do not irritate my eyes. And when removing it’s not a problem at all. But!,26 Jan 2025,HausLabs,Mascara,Yes
It’s decent!,Serenabobeana,"I have thick very straight lashes and this definitely helps to lift and curl them a bit. Wears well, no problems with flaking!  Overall, I am happy with my purchase.",26 Jan 2025,HausLabs,Mascara,Yes
YESSSSS YOU NEED IT,JustMeTimO,so good omg you need this because it comes off easy and it makes your lashes look so good and separated after. you need this because it’s not bad for your lashes after i took it off it made my lashes feel soft and tea,26 Jan 2025,HausLabs,Mascara,Yes
Don’t bother,Seminole,"Gives a great fanned out look, however, it leaves dots on the top of my eyelids after hour 2. Sigh. It’s not like it’s hot right now, either. I can only imagine how horrible it would be in the summer. Raccoon eyes for sure.",26 Jan 2025,HausLabs,Mascara,Yes
Not for straight lashes,janeth98,"As someone with naturally straight lashes, this product doesn’t work :( unfortunately, i have to return it. My lashes didn’t hold the curl.",26 Jan 2025,HausLabs,Mascara,Yes
Actually lengthens and volumizes,StephanieAnn13,"I’ve become a really big fan of this mascara. I’m usually hesitant when a mascara claims that it’s both lengthening and volumizing, because usually it’s one or the other, but I was pleasantly surprised to experience that this one actually does both. It’s a rich black pigmented mascara and I didn’t have any issues with flaking or smudging. I would definitely pick this one up again.",26 Jan 2025,HausLabs,Mascara,Yes
Majorly let down,,"I saw great reviews on TikTok for this new mascara. I loved Haus Labs liquid liner so I figured this was a no brainer. Loved how smooth the formula was and the shape of the brush. However, after only 2 hours of wear, I had MAJOR raccoon eyes. And I had prepped with MILK Hydro Grip primer and Lancôme setting spray. Definitely do not recommend this product. Currently processing a return.",26 Jan 2025,HausLabs,Mascara,Yes
New go-to for both everyday and glam looks!!,kmsterchi,What I like most about this mascara is I can go for a lovely more natural look with one coat or do a glam look with two or three coats without clumping. It’s biggest strength is keeping the lashes separated while still adding a lot of volume and lengthening,26 Jan 2025,HausLabs,Mascara,Yes
Truly just okay,MakeupJunkie991,"I’m a big time believer in drug store mascara, but I love haus labs so I figured I’d give it a try. The mascara is pretty nice and super black. Seperates the lashes nicely but, nothing special. After several hours I had pretty bad raccoon eyes. So I would  recommend, if you’re not using for all day where.",25 Jan 2025,HausLabs,Mascara,Yes
(almost) amazing!!,dridri25,"the product itself is INCREDIBLE. ive been looking for a good mascara and so glad i found one that doesnt flake BUT the wand.. it made my lashes clump up so bad. so as long as you have a good wand to apply it with, i’d say buy it!",25 Jan 2025,HausLabs,Mascara,Yes
Incredible mascara,mirandajulin,"I LOVE this mascara! I’d heard mixed things so I didn’t have really high hopes, but it’s worked great for me! My lashes look so long and beautiful, never clumpy and they don’t fall. I also have very oily eyelids so I usually wear waterproof mascaras, but this one doesn’t smudge on me or give me raccoon eyes by some miracle.",25 Jan 2025,HausLabs,Mascara,Yes
OK but not a fave. Smudges but doesn’t irritate.,AveryAria,Dry-ish formula that builds decent volume and length but doesn’t hold a curl that well and smudges under my eyes. The smudging isn’t as bad as some but it’s definitely noticeable. The best thing about this mascara is that it doesn’t irritate my eyes or make them burn. Like not even a little. But I like  the performance of the Tower-28 one better because it doesn’t smudge as much so I’m going back to that.,25 Jan 2025,HausLabs,Mascara,Yes
High hopes heavy disappointment,lovelylisad,As much as I adore the whole concept of this mascara and that it’s vegan… I tried it today and noticed its formula is dry. I didn’t see any extra thickness or volume but noticed smudging immediately on my upper and lower eyelids. There is barely any product on the wand and some of it clumps immediately. I put on a second coat and it looks thick. For over $40 I wanted something of a miracle but I can get amazing results from revlon or benefit. Amazing intentions and awesome attempt for haus labs but this isn’t worth the price tag. It will be returned,25 Jan 2025,HausLabs,Mascara,Yes
Lashes couldn’t stay up,sunnkenrat,"Was really hoping it would work.. unfortunately it did not. After applying this, my lashes couldn’t stay up.",24 Jan 2025,HausLabs,Mascara,Yes
great new mascara,medicalmeyhem,"I really enjoy this mascara. One coat gives length, 2-3 coats if you want more dramatic volume. I love that it also curls my lashes as well. I haven't had any issues with smudging or flaking. A good buy if you like a fluttery fanned out look.",24 Jan 2025,HausLabs,Mascara,Yes
It’s a pass,MOMMUSICMASCARA,Lots of volume and length…but also gave me serious raccoon eyes.,24 Jan 2025,HausLabs,Mascara,Yes
Serious case of raccoon eyes,NovaBGM,"She does everything she said she does-hence the 3* rating. But I’ve never had a mascara give me raccoon eyes like this. Sadly, I had for return.",24 Jan 2025,HausLabs,Mascara,Yes
,Indigoxfera,I was disappointed with the mascara because it doesn’t take much for mascaras to give me length and volume but for some reason it wasn’t the case with this mascara and I’m so sad about it.,23 Jan 2025,HausLabs,Mascara,Yes
Not what I expected :(,torinapoli,Did not work out good on my lashes. It weighted them down instead of lifting them. After about 2-3 hours I had major fall out! Just wasn’t for me!,23 Jan 2025,HausLabs,Mascara,Yes
Nice!,moona78,"While applying the product, there were no clumps, my lashes did not stick together, and it had a light application, so you may have to do more than one coat, but is perfect if going for a natural look. After a few hours, there was minimal fall out under the eyes. The only thing i dislike about the product were these weird long hair-like strings in the tube and they would get stuck to the wand.",23 Jan 2025,HausLabs,Mascara,Yes
Didn’t love,tmoney01,I wished it was a darker black. It also ran under my eye as the day went on. I wanted to love this.,23 Jan 2025,HausLabs,Mascara,Yes
Don’t waste your money.,JingleBelle14,"Meh. Didn’t lengthen. Didn’t volumize. Flaky, clumpy, smudged. Not great - merely adequate.",23 Jan 2025,HausLabs,Mascara,Yes
,lyndsmb,best mascara i’ve tried in a long time! i get compliments on my lashes every time i use this,23 Jan 2025,HausLabs,Mascara,Yes
Favorite mascara ever-It’s the only make up I need,nataliazerimar,THIS IS LITERALLY the best mascara ever. After decades of using Dior Show this is the only one I ever want to use. I’m scared of running out of it! It makes me lashes so long and separated perfectly.,23 Jan 2025,HausLabs,Mascara,Yes
Disappointing!,Dimples1218,"I really had high hopes for this, but it’s just not a good product. I love Haus Labs products, but this one in particular is really disappointing. It clumps a lot, and doesn’t really coat the lashes very well. I’ll stick to Lancôme for now!",23 Jan 2025,HausLabs,Mascara,Yes
It’s only okay,Blee1989,"Its only okay, I like other options better and at this price I won’t repurchase",22 Jan 2025,HausLabs,Mascara,Yes
Disappointed,joyzee0925,"I had such high hopes but after two weeks of use I truly don’t like it. The brush is awful. My lashes end up a clumpy mess and I end up having to use a different brush to clean it up. I love the concealer and foundation but hate the mascara
not liking the mascara",22 Jan 2025,HausLabs,Mascara,Yes
Sorry Haus Labs love you,AvocadoToad,"I wanted to love this…but it smudges 😔 I love Haus Labs and this mascara definitely lengthens, but it smudged way too easily",22 Jan 2025,HausLabs,Mascara,Yes
Don’t do it girl,hairobsessed,"I saw this mascara being hyped up on social media from an influencer who I trust, and unfortunately the circle of trust is now broken. This mascara goes on fine, but easily replicated by any basic mascara. Today is my first day wearing it and it’s only lunchtime and I have raccoons eyes. Flay and smudged. Going back to my beloved Tatre. Today is my first day wa",21 Jan 2025,HausLabs,Mascara,Yes
LOVE,Emmymadison,"I’m a harash critic when it comes to mascaras and I’ve tried them all. This is by far the best one I’ve tried in Sephora. It kept the curl of my lash, lifted, didn’t flake all day and made my eyes pop. 10/10. I really want it in brown so please make that next!!",21 Jan 2025,HausLabs,Mascara,Yes
Hard pass,SaraVictoria7,Unfortunately this is super mid- the charlotte tilbury tilbury mascara is way better.  Not worth it because it smudges and flakes OD,21 Jan 2025,HausLabs,Mascara,Yes
don’t believe the hype,ramcmullin,"i usually love haus labs products, but this is quite possibly the worst mascara i’ve ever tried. i tried applying multiple coats and i still wasn’t impressed. after just 2 hours of wear i had flakes and smudging. don’t fall for the social media hype. there are way better mascaras for less money. i will be returning this :/",21 Jan 2025,HausLabs,Mascara,Yes
don’t believe reviews on social media,,So heavy and so clumpy i was really hoping to like this since i’ve loved every other haus labs product but this unfortunately is such a miss,21 Jan 2025,HausLabs,Mascara,Yes
Save your money.,d2enterprizes,I never write a review. Never. But this mascara is so bad I had to. Don’t waste your money. So many better mascaras on the market than this expensive one.,21 Jan 2025,HausLabs,Mascara,Yes
Awesome,chrissy102490,So glad I didn’t listen to the reviews this gives me great wispy yet voluminous lashes!,21 Jan 2025,HausLabs,Mascara,Yes
Too clumpy,coleybangs,I was disappointed by this mascara. It’s so thick and clumpy that the bristles don’t separate the lashes. It barely spreads so it creates uneven distribution.  I had to go over it with a separate brush to clean up the product.,21 Jan 2025,HausLabs,Mascara,Yes
,carlsxo6,I’ve been using this almost every day layers so well on my lashes and very build able. You definitely feel in control when putting on this mascara i absolutely love it. I also have straight flat eyelashes and it kept the curled pretty well,21 Jan 2025,HausLabs,Mascara,Yes
,,"If you enjoy mad raccoon eyes by 1:00 pm then go for it, this mascara was so runny and clumpy can’t believe it’s so hyped. Don’t recommend.",20 Jan 2025,HausLabs,Mascara,Yes
Hard Pass,tasharoonie,"I was so excited to try this mascara. Unfortunately, it is the opposite of all it said it was. Dry, clumpy, thick. Back to Glossier I go.",20 Jan 2025,HausLabs,Mascara,Yes
Worth it!!,AMPadilla,"Just wow!!! Literally two coats is all it took!! 
Only downside is, it does flake.",20 Jan 2025,HausLabs,Mascara,Yes
Do NOT buy,kbabyr,Don’t believe these influencers who say this is good! It’s so dry it’s horrible! What a waste of money! Shame on haus labs for this mess,20 Jan 2025,HausLabs,Mascara,Yes
Clumpy and crumbly,foxylochs,This did everything it claimed it wouldn’t. Also dries very quickly so the second coat goes on and just sticks lashes together. Clumpy and crumbly. Left  black crumbs under eyes after only a few hours.,20 Jan 2025,HausLabs,Mascara,Yes
"Good, but lashes don’t stay fully curled",Sammoooo,I have straight lashes and bought this because of the reviews saying it was a substitute for waterproof in the way of keeping lashes curled. It definitely works better than other mascaras I’ve tried but not the holy grail I was hoping it would be. Good enough for daily wear but when I really want curled lashes I’ll stick to my waterproof,20 Jan 2025,HausLabs,Mascara,Yes
It’s a no,Ebbystarr,"Even tho this gave great results , it also flacked horribly. I will have to use another over it that’s water proof. I don’t mind layering , but sometimes I don’t have the time.",20 Jan 2025,HausLabs,Mascara,Yes
Amazing volume and length,kristinafh,"I’m surprised by all of the negative reviews! I purchased this the day of release - my own money - not gifted. I love how much volume and length that it gives. I’ve tried hundreds of mascaras over the past two decades and have never had a mascara that made such a visible difference. 

Side note: I have very dry eyes and I have to use eye drops every few hours. As a precautionary measure for every mascara I use, I apply a tubing mascaras on top of regular mascara and that seems to ensure no panda eyes and no flaking. When I use tubing mascara on top of Haus labs, I don’t lose any volume or length!",20 Jan 2025,HausLabs,Mascara,Yes
,tryingharder25,"This goes on well at first. However, after I had it just a few days I noticed the formula was drying in the tube. After only a few hours, I had black on the bottoms of my eyes (picture if you fell asleep with it on)-except I didn't. It flakes very badly also. Not worth the $30. To add insult to injury, I tried to return it a Sephora in Kohls (closest to me), and was told they don't accept returns unless it was purchased on the Kohl's website...even though its a SEPHORA",20 Jan 2025,HausLabs,Mascara,Yes
not a fan,rainydays1221,wanted to love this but i clumped my lashes so bad and it took a while to get off. don’t let tiktok influence you. i usually use the ilia mascaras since it has a lightweight formula and comes off in one swipe just with water,20 Jan 2025,HausLabs,Mascara,Yes
,far97,"I have straight Asian lashes that usually don’t hold a curl, no matter what mascara I use. But this Haus Labs mascara actually made my lashes look fuller and longer, which I love. It also keeps them separated without clumping, and the brush wand is great. I haven’t had any issues with flaking, fallout, or irritation. After a few hours, my lashes do start to droop a bit, but that’s probably just how my lashes are. Overall, though, this mascara is working really well for me.",19 Jan 2025,HausLabs,Mascara,Yes
Not worth the hype,odingle2011,It flakes so bad and weighs down my eyelashes. Don't believe the hype.,19 Jan 2025,HausLabs,Mascara,Yes
MOB CHIC,vparr72444,I’ve been using this for a week and found this gives you beautiful volume with an almost feathery look but it smudges no matter  how my under eye is prepped.  And I didn’t even have mascara on the  bottom,19 Jan 2025,HausLabs,Mascara,Yes
Amazing for daily use,danielasz,"I have been testing this product for several days and I can say that it is very good for daily use, the texture is dry so it is easy to apply, it lengthens the eyelashes a lot and keeps them separated, the packaging is beautiful, the brush is a a little bigger than average and it's really easy to remove which I really appreciate because it's gentle on my eyelashes.",19 Jan 2025,HausLabs,Mascara,Yes
,HannahSimoney,I wanted to love this SO BADLY but the raccoon eyes were such a dealbreaker. Absolutely loved the way it applied i.e. length and volume BUT within 2 hours I had raccoon eyes. Had to return after a week :(,19 Jan 2025,HausLabs,Mascara,Yes
Disappointed,SoapyMel,"Well….this was quite a let down.  I love Haus Labs complexion and lip gloss products so much, so I was really excited about this mascara launch.  After several uses I will be returning it.  

It’s definitely a dry formula, which I can appreciate with some mascaras.  But the wand is not great for me.  Because of its shape, I can’t get my inner corner or outer corner lashes combed through the way I can with most other mascaras.  I’m learning that a curved wand suits me best.  This wand places too much product on my inner and outer corner lashes and doesn’t comb it through well, so I end up with clumped lashes on the outer corners and had to use a lash comb to comb through and remove the clumpiness.

I’m a mascara fanatic and usually try every new mascara release.  Nothing beats Benefit Fan Fest for me right now.  I prefer fanned out, separated, lengthening mascaras over volumizing mascaras.  You might like this mascara if you prefer volume over length and separation.  But I also found that even though this formula is drier “lighter” feeling, somehow it made my lashes droop a bit, within 30 minutes of application.  I tried just one coat, and it still did it.

Just overall, this wasn’t for me…..sadly.",18 Jan 2025,HausLabs,Mascara,Yes
must have,jessicanunes,"best mascara!  The formula separates lashes well, so if you're going for a more natural look, it's easy to build up without overdoing it. For a bolder look, you can layer it to achieve more volume, but with a gentle hand, it definitely offers a refined, natural finish.",18 Jan 2025,HausLabs,Mascara,Yes
I’m torn,Hailes16,"I, like many others, am an avid mascara fan — always on the look out for the best of the best! I bought into the social media hype and ordered. I like to give mascara a few weeks fair chance, as I find most to be super “wet” on first wear. I’m torn because I do love that ingredients are included to help with overall lash health, but gosh by the time I get home from work, it has flaked onto my cheeks, and I don’t find it that it does anything particularly special to my lashes. Especially when compared to much cheaper alternatives at the drug store that do more.",18 Jan 2025,HausLabs,Mascara,Yes
"The hype is NOT real. Love, a mascara junkie.",rachie00,"You’d be better served by a drug store brand. This stuff is awful - dry dry dry, and not in a good way… doesn’t adhere to the whole lash, making them look *shorter* than usual. Clumpy, flaky. The one thing it didnt do was smudge under my eyes. Other than that, this is a maaaaaaaaajor FAIL.",18 Jan 2025,HausLabs,Mascara,Yes
Gaga for Gaga😍,kenzielou811,"This mascara knocked my socks off! I am the first to say drugstore mascara is just as good, if not better, but there’s something about the formula that truly does add length (not in a crunchy clumpy way, more in a natural serums way)",18 Jan 2025,HausLabs,Mascara,Yes
so bad 😖,endny,"Don’t let tiktok influencers fool you, this mascara is not good at all. It didn’t add much length and the results after applying looked like a bad drugstore mascara. Within in an hour it was flaking and two hours later there were smudges. Save your money! ther",18 Jan 2025,HausLabs,Mascara,Yes
Must have!!,woahfleur,"As someone with very short and straight lashes it’s impossible to find a good mascara that lengthens but actually holds the lashes. This mascara is amazing! I got so much length out of this. This mascara is amazing with the shiseido eye lash curler makes my lashes look incredible. This is definitely a repurchase!
 eyelash",18 Jan 2025,HausLabs,Mascara,Yes
