Title,UserID,Date,ReviewText,Brand,Product,CelebrityBranded
Amazing,,26 Aug 2024,This Exagger-eyes volume mascara is beyond amazing! It makes me eyes feel so much volume and gives me that extra boost I need. My lashes look longer and feel fuller. The brush is great and gives it that extra curl.,Tilbury,Mascara,No
,AnnaR10,25 Aug 2024,Mascara dried out too quickly after only one use. It also not good at lengthening and volumizing.,Tilbury,Mascara,No
BESTTT,angelolivia,24 Aug 2024,LOVE LOVE LOVEEEE. The wand pushes lashes up and the mascara formula is long lasting but not impossible to remove.,Tilbury,Mascara,No
"Not terrible, not the best",VivianLm,14 Aug 2024,"I have used high end and drugstore mascaras and this one just falls right in the middle. It does give me length and volume, but drugstore doesn’t better for me. For reference, I have straight Asian lashes. The first pic is pillow talk and the second pic is with my L’Oréal mascara",Tilbury,Mascara,No
,avert112,14 Aug 2024,This is my favorite mascara! It has an amazing wand that has absolutely no clumps and it make my lashes look so long and natural!!! It is also very cheap and super affordable!,Tilbury,Mascara,No
Raccoon eyes,jord070,13 Aug 2024,"Worst bleeding mascara ever , every time I wear it I come home looking like a raccoon, after only being in the office! Im not close to finished with the tube but need to throw away 

I",Tilbury,Mascara,No
,Annahugo,12 Aug 2024,"This product is very good. It is not sticky, have been using it for months and will buy again.",Tilbury,Mascara,No
THE BESt,kkwl5,11 Aug 2024,I loved this mascara it came with a ton of product more than a lot of high end mascaras and made my lashes super voluminous.,Tilbury,Mascara,No
A New Fav!!,ShelbyAshlynn,10 Aug 2024,Really enjoy this mascara! Layers well and adds amazing length without being overly clumpy. My only complaint is it smudges on my combination skin close to the end of the day. Still would recommend!,Tilbury,Mascara,No
Perfect for redheads,hvc322,7 Aug 2024,"It’s really hard to find a good mascara that is also a pretty brown color. This one was my fave, and now it’s not available anymore??? Sephora please bring this back!",Tilbury,Mascara,No
PLEASE CHOOSE ANY OTHER MASCARA,emilyjenks123,5 Aug 2024,"This might be the most awful mascara I’ve ever used. I had to wipe the under of my eyes a minimum of eight times throughout the workday to prevent myself from looking like a raccoon. Could not be more disappointed. Please, CHOOSE ANY OTHER MASCARA",Tilbury,Mascara,No
BEST MASCARA I’VE EVER USED!!,KaylerBeattie,5 Aug 2024,"I love how this mascara curls, lengthens and separates my lashes and doesn’t flake. It’s literally perfect lashes in one coat.",Tilbury,Mascara,No
No clump dream,teej11,31 Jul 2024,I actually love this mascara. I am a fan of minis in all mascaras Becuase I feel like I can control the brush better. But if you like your lashes to look natural but enhanced this is it. It doesn’t make my lashes clumpy at all. The brush is so nice and keeps all my lashes seperste while adding just an extrasomething. I don’t like real thick mascara. This is also didn’t smudge on me as my day went on like a lot of mascaras do that aren’t water proof,Tilbury,Mascara,No
,carlyyyym,31 Jul 2024,I honestly expected this to be better than it was. I was really excited but I thought the formula was too dry for my liking. It also doesn’t hold curl at all and flakes. Save your money and go to a different mascara.,Tilbury,Mascara,No
cute,xostxoelxola,31 Jul 2024,Love this product but after a little while it smudged under my lower lashes,Tilbury,Mascara,No
Love love love,r2d2gurl,30 Jul 2024,"Love it.  Totally made my eyelash standout and no clumps 

Totally recommend it",Tilbury,Mascara,No
Disappointed,KatherineeeH,11 Jul 2024,After using this product only once I am extremely disappointed. The product came dried out and unusable. I don't know if this was just an accident for it to dry out or if this is happening to everyone who has bought it.,Tilbury,Mascara,No
Smudging nightmare,OmiRose,8 Jul 2024,"This mascara was not made for long eyelashes. It smudges and it is not humidity proof or sweat proof.   I tried the mascara with and without setting spray and both smudged. 

The people giving this mascara a high rating seem to have micro or almost non existent eyelashes.",Tilbury,Mascara,No
,SaltedPotato,8 Jul 2024,"My favourite mascara was out of stock, so I tried this. The first wear I was fairly disappointed, it applied great and made my lashes look great... however, 1 hour after wear, I had raccoon eyes. I'm only doing office work, and I don't wear any other eye product. 
Just to make use of it, I can apply a thin coat to my top lashes, and it holds a little better. It's still not great, but I may as well use it up. I'm not a fan of returning products.",Tilbury,Mascara,No
,Mayah17,6 Jul 2024,BRING BACK BERRY BROWN !!!!!!!!!!!!!!!!!!!!!!!!!!!,Tilbury,Mascara,No
WORST,Beautelley,2 Jul 2024,This product dried in a few days and the brush is not at all worth anything. I've bout a mascara on amazon that was 10 stars better than this one. the only downfall to that one is that it was liquidity and I had to take caution when applying. Sales reps in Sephora really just selling products...,Tilbury,Mascara,No
Dried out in a matter of days,Pharmproaz,1 Jul 2024,I have used this product for a few weeks.  It was great for th first ew applications but now it is totally dried out.  I tried adding a little bit of hyluronic acid serum and I got a few more days then it was all dried out again.  I through it out and went back to my old mascara.,Tilbury,Mascara,No
Brown berry color is gone?!,alleejce,30 Jun 2024,Stopping selling the brown berry color was the worst mistake. It’s truly the best. Severely disappointed. Esp since it isn’t discontinued- you can buy it from ULTA and the CT website.,Tilbury,Mascara,No
Never going to buy anything else,brittaneygirl,26 Jun 2024,Im absolutely flabbergasted on the quality I’ve tried endless amounts of mascaras from Sephora but this so far is my #1. I bought this to use at my wedding because I absolutely love a brown mascara I believe it just looks so delicate. Now it is a must daily use in my makeup regimen. The bristles separate your lashes so well and the formula is not clumpy . Can be layered  the only downside that is also a  plus is that the brush is very long so that sometimes it can hit the inner corner of your eye but also it is a flatter type brush so it is less common and easy to get into smaller areas like lower lash line and inner eye lashes,Tilbury,Mascara,No
,1i11iana,25 Jun 2024,"it's is a no!
I tried this, and it is so crusty and clumps easily. this leaves crumbs under my eyes too. I've seen alot of people say that they love it but I don't.",Tilbury,Mascara,No
Don’t waste your money,Paisla,18 Jun 2024,This product sucked. The spoolie is the worst thing I have ever used. The packaging is cute and all but not worth it. It says volumizing and lengthening but it doesn’t do any of that. Will be returning.,Tilbury,Mascara,No
,avert112,18 Jun 2024,I love this mascara so much! It has such an amazing applicator and has such a nice formula! It is so nice because it is not clumpy at all and makes my lashes look so long! ￼￼,Tilbury,Mascara,No
My new favorite mascara,Emily44128,17 Jun 2024,"Love the brush, no clumping goes on smooth. My new favorite",Tilbury,Mascara,No
Very short lasting,JCmke,13 Jun 2024,"Applied nicely, but I had raccoon eyes within just a few hours. I will be returning.",Tilbury,Mascara,No
,estellescott,13 Jun 2024,"I got a sample and decided to get the full size. The sample was way better. I like doll lashes, but don't use false lashes. It didn't give any volume.",Tilbury,Mascara,No
I’d say but it!,Megan2373,13 Jun 2024,"Ms. Charlotte Tilbury stop being the best!!! It’s unfair to everyone else! Love the brand and this product, but not my favorite from them.",Tilbury,Mascara,No
,MPoz,12 Jun 2024,I asked one of the lovely ladies for a recommendation for stubborn straight lashes. She recommended this. I curled my lashes but upon application my lashes were instantly weighed down.  weighed down,Tilbury,Mascara,No
,TessaHolland,10 Jun 2024,Don’t waste your money!!! Super cute packaging but terrible quality. So many better drug store options wouldn’t recommend,Tilbury,Mascara,No
,NuRsEJ77,5 Jun 2024,Love how my lashes look when I wear the mascara. I stopped wearing fake lashes. Very light weight,Tilbury,Mascara,No
Nope 👎,2puppies,4 Jun 2024,I bought this for the colour. I was hoping the wand and product would live up to the hype.  Nope 👎 it  doesn't lengthen or volumize- It did the opposite. And I had an allergic reaction!,Tilbury,Mascara,No
Wasn't a fan,kmbx96,4 Jun 2024,"After countless reviews on Sephora's website and TikTok, I was excited to try this product. Sadly, I was disappointed. The application is a two-step process: paint mascara on, then brush out the lashes, and I really did not care for this. I don't feel any mascara should be this elaborate, let alone one that costs $30. I understand the thought behind it, but ultimately, this process makes application difficult and lengthy. The product smudges throughout the day--this may or may not be due to how I apply it, though. My conclusion is that you're basically paying for the name of the brand, rather than a good product.",Tilbury,Mascara,No
Love it,beautyaddict81,2 Jun 2024,"I had gotten a free sample of this mascara and made my lashes look in sane so long , I only subtracted 1 star because they fell half way through the shift , but it’s amazing stuff and will buy the full size , no smudges ! Perfect",Tilbury,Mascara,No
Just okay,StarZo,30 May 2024,It's okay. It gives length. It's good after the first 4 uses. After that the mascara just starts coming out weird if that make any sense.  I wouldn't buy this again.,Tilbury,Mascara,No
Not impressed,fresca,30 May 2024,I thought I would have been more impressed with CT mascara—I wasn’t.,Tilbury,Mascara,No
Raccoon eyes and lashes started to fall out,mavieenrouge,30 May 2024,"Absolutely loved this mascara the first time I tried it. Applied beautifully and made my lashes long and defined without being clumpy and thick. Unfortunately it smudges all over my under eye area shortly after applying. Powder, setting spray, different concealer - nothing helps. Mascara got more and more clumpy and harder to apply with every use. As if that wasn’t enough, it also caused some of my eye lashes to fall out. It took a while to fully fill back in once I switched to a different mascara, but I immediately stopped loosing lashes when I switched. So there’s that.",Tilbury,Mascara,No
Would never purchase this again,Carla179,29 May 2024,Honestly very disappointed in the mascara especially considering the price point. The mascara transfers through out the day and overall doesn’t give my lashes the wow effect. Do not recommend.,Tilbury,Mascara,No
A must have in my routine✨,JombaJuice,28 May 2024,"Wanted to switch some things up in my routine, mascara being one of them. The best one i’ve ever tried which is not clumpy.",Tilbury,Mascara,No
Not a fan,SuzanneR13,27 May 2024,"Always seem to be on the hunt for a great mascara. This one still isn't it. Brush is awkward to use, very clumpy application and guaranteed racoon eyes. Can't say I noticed any more length or volume than L'Oréal mascara (that isn't so clumpy and about 20 bucks less).",Tilbury,Mascara,No
Wish I didn’t buy,maskedelmo,26 May 2024,"I love all her other products but this needs work. It said it lifts and lengthens but once I got home from buying this, i was disappointed to see that it wasn’t lifting my lashes once so ever it made my eyelashes feel wet and overtime causes lining under your eyes.",Tilbury,Mascara,No
,Annika86,19 May 2024,Nice colour for green eyes. Great volumizing mascara. The main problem is it runs easily and smudges.,Tilbury,Mascara,No
MUST HAVE BUY ITTTT,Kenzislays,12 May 2024,I loved this bc it’s SUCH a CLEAN GURL mascara because it look sooooooo natural it like basically put false lashes on but natural WHATTTTT GO.BUY.IT.!!!!!!,Tilbury,Mascara,No
Soft and natural look,sixeyes,10 May 2024,This might be one of the best mascara formulas I’ve tried and the applicator complements it perfectly. The end result is a length and thickness to my lashes that isn’t overly clumpy or crunchy.,Tilbury,Mascara,No
Raccoon eyes!,Tigermom96,9 May 2024,This mascara does not last and gives me horrible raccoon eyes. It’s think amd clumpy. Hate I wasted $29 on this horrible mascara.,Tilbury,Mascara,No
New Favourite,EmilyOntario,9 May 2024,"I’ve been true to my drugstore mascara since Y2K but received a trial size of this mascara. It would take A LOT to get me to switch (and pay 4x the price!). Well, it gave me A LOT of beautiful, full lashes. . #converted",Tilbury,Mascara,No
Worth the $$$,Alexisr517,6 May 2024,Best mascara I’ve ever used! Stays all day perfect applicator and holds up my straight lashes!,Tilbury,Mascara,No
,marie1036,6 May 2024,"Looks very nice at first. I don’t have an issue with clumping but after a few hours of wearing it, it smudges a lot under the eye.",Tilbury,Mascara,No
Ideal brown mascara,AnnieMcCubbin,4 May 2024,"After tirelessly searching for the perfect brown mascara, I stumbled upon Charlotte Tilbury's Pillow Talk mascara in the shade berry brown, and let me tell you, it's been a game-changer. The quest for a true brown mascara seemed never-ending, with previous purchases yielding disappointingly black lashes that barely differentiated from standard black mascaras. However, this gem truly delivers on its promise – it's genuinely brown on my lashes, a rare find indeed!

Finally, I can confidently say I've found the ideal brown mascara. But, as fate would have it, there's always a catch. In this case, it's the tendency for the mascara to collect excess product, leading to pesky clumps if not carefully managed before application. It's a minor setback, but one worth noting.

Overall, Charlotte Tilbury's Pillow Talk mascara in berry brown is a winner for those in pursuit of the elusive true brown mascara. Despite its tendency to clump, its rich brown hue makes it worth the extra effort. Check out the accompanying image to see the results for yourself!",Tilbury,Mascara,No
Nope,anicm,1 May 2024,You can find cheaper drug store alternatives that do way more than this. Skip it,Tilbury,Mascara,No
,twiceaday,1 May 2024,"I've used this product for almost a year. 
The brush is great.",Tilbury,Mascara,No
Glides on lovely need waterproof version in brown,cleannatural,28 Apr 2024,"When shopping at Sephora, this sample was popped into my bag.  Love how it applies ( not clumpy or excessive) and the brown color looks more natural.  Brush worked great to separate lashes.  It does not last during day though, by end of day mascara is all under my eye.  Wish it came in waterproof lashes",Tilbury,Mascara,No
best product ever,kateryan586,28 Apr 2024,"best item i have ever used. i use lash serum and have long lashes, and this product is amazing. the reviews are bad, and i did not read them until months into using it.",Tilbury,Mascara,No
amazing mascara,ellat2001,28 Apr 2024,I usually use tubing mascara because it comes off easiest. I tried this and it comes off nice doesn't leave much of the residue on my skin! Also it does not clump my lashes!,Tilbury,Mascara,No
,MascaraQueen81,24 Apr 2024,I wanted to love this mascara. I've used this mascara a several times now and every single time I end up with residue under my eyes.,Tilbury,Mascara,No
Bad color choice,mattspunkingurl,16 Apr 2024,Dream Pop was a terrible color for me. My eyes looked irritated. It was very unflattering.,Tilbury,Mascara,No
,MrsMaysAlways,14 Apr 2024,"Very very clumpy but nice color , I wouldn’t buy again due to how clumpy it was",Tilbury,Mascara,No
Best shade everrrr 🔥🔥,EleanorPoo,14 Apr 2024,"I absolutely love this product! I have ginger hair and a fair complexion, and I’ve always felt like black mascara has clashed with my features. But this color is GORGEOUSSS and brings out my eyes 😋",Tilbury,Mascara,No
,aaliyahlyn,12 Apr 2024,After using this mascara for a month or so I have some pros and cons. The mascara does an excellent job separating your lashes and covers them very good. The mascara isn’t dry at all and lifts my lashes. The only con is that it bleeds,Tilbury,Mascara,No
Disappointed,,9 Apr 2024,It applied nicely at first but within a couple hours it crumbles and flakes off onto your lid and under you eyes. I expected better from Charlotte Tilbury it’s disappointing. I’m glad I only bought the mini,Tilbury,Mascara,No
finally a ginger mascara,DomDo,8 Apr 2024,"As a ginger, I am in love with this color. It is long lasting, goes on nicely.",Tilbury,Mascara,No
No transfer for oily skin,lemonkrayola,7 Apr 2024,LOVE this mascara! Oily skin and it does not transfer under eyes throughout the day. Looks natural with 1 good coat and can build nicely without clumping for more dramatic eye look.,Tilbury,Mascara,No
Smears within a few hours.,angelinaamaya,7 Apr 2024,"I like this product as it applies well and the wand is curved to apply product smoothly. However, the smears towards the end of the day. It looks great for the first couple hours of the day but then smears.  towards the  product like this? Was that not checked during?",Tilbury,Mascara,No
Unique color but bad formula,bmakeup426,6 Apr 2024,"This color is beautiful and super unique. I love it with my green eyes. However, this mascara did not hold my lashes and they fell almost immediately after application. After a day of wearing, I would usually be left with a good amount under my eyes. I also had to throw my tube away because it dried up so quickly, both on the brush and in the tube itself. I want to repurchase because of the color, but haven't because I know I will be unhappy with the formula.",Tilbury,Mascara,No
Returned this,AbeeW,4 Apr 2024,This mascara crumbled/flaked below my eyes after just an hour of wear and didn’t go on great. I ended up returning it.,Tilbury,Mascara,No
AWESOME LENGTH,chita66,3 Apr 2024,"After chemotherapy my eyelashes barely grew back, but this mascara makes what I have look great. It Idoesn’t take a whole lot to enhance the lashes I have.",Tilbury,Mascara,No
Did not work for me,elmieStreet,2 Apr 2024,I’ve used this mascara a couple times now and every single time I end up with residue under my eyes. I look like a raccoon. I have no idea what’s going on but it’s no bueno for me.,Tilbury,Mascara,No
Wish I loved,ShaanShann,30 Mar 2024,wanted to love this. the color is fantastic but the brush and the formula are the problem. the formula doesn't last and the brush barely adds fanning and volume. unfortunately returning.,Tilbury,Mascara,No
Great for this redhead!,natkat19,20 Mar 2024,Dream pop is perfect for redheads! It doesn’t look like a crazy color when you put it on. It looks great because it’s less harsh of a color than black against my fair complexion. Will def be repurchasing!,Tilbury,Mascara,No
Started off good but went downhill fast,Regmeralda,19 Mar 2024,"I was really happy with this product, until the end of the day when I looked in the mirror and had tons of mascara under both eyes. Goes on nice and the brush is great but the product doesn’t stay put.",Tilbury,Mascara,No
Finally find the perfect brown ✨,lisavetamiller,16 Mar 2024,"Giiiiiirl! Adorable formula, amazing color! Minus star just because of weird applicator 😅
But it’s perfect brown mascara for brownies-eyes girl😍🙌🏻
I tried ysl: color wasn’t even noticeable + the formula is so bad, because you really feel like your lashes too heavy😵‍💫 But this one from Charlotte 🥹 it’s miracle",Tilbury,Mascara,No
The Worst!,vanlib,13 Mar 2024,"This mascara was so disappointing! It has a useless brush, does nothing for your lashes and within a couple of hours you have dark smears under your eyes. Total waste of money.  Will be returning",Tilbury,Mascara,No
LOVE,josphammy,11 Mar 2024,LOVE THIS MASCARA i wanted my eyelashes to stay curled all day and it definitely did just that the brush is kinda weird i never saw a brush like it and if i poke my eye it hurts alot cause the brissles are very dense. the reasoning for the missing star is the price. definitely a little overpriced but i understand its ct,Tilbury,Mascara,No
Beautiful Color Tricky Brush,BridgetRB,10 Mar 2024,"I really wanted to be able to give four stars but the brush is just so tricky to use, for me. The color is amazing though and it didn't transfer into my eyelids like most mascaras do",Tilbury,Mascara,No
Perfect for a softer look,WinnieLeigh,10 Mar 2024,Honestly I was a little nervous with how purple/maroon it looked on the brush but love the effect. Some days I want a softer look and this does the trick.,Tilbury,Mascara,No
Not good,feraragon,9 Mar 2024,"Charlotte tilbury products are always a hit, I had high expectations of this mascara. It is a mess, I’d doesn’t seem like you are wearing anything, so I thought ok this will be for my more natural looks, but then it smudges all over my eyelid in no time. Not worth it. Thank god I bough the mini size.",Tilbury,Mascara,No
"Good, but a little pricy",Bryynnn,7 Mar 2024,"This is honestly the perfect color for my lashes, but there are really amazing drugstore options that work almost as good, as this, and are half the price. However, if you have the money, I really like this color on me and I think it's a good option for mascara, just a little pricy.",Tilbury,Mascara,No
The BEST Mascara EVER,TammyRPG,7 Mar 2024,"This is hands down the best mascara I’ve ever used. Not clumpy at all, and I swear it’s like having false eyelashes after applying. Totally buildable for as dramatic an affect as you want, again, without clumping!!dramatic a! I love this mascara.",Tilbury,Mascara,No
