Title,ReviewText,UserID,Date,Brand,Product,CelebrityBranded
I use this everyday. I’m not using anything else!,I much rather use this product than her liquid blush. I feel that it is a lot prettier. Also adds a highlighter to your cheeks! Which I love! I bought this about a year ago and am just now running out.,terikm,31 Jan 2025,RareBeauty,Blush,Yes
,Beautiful color but patchy and hard to blend. First product of rare beauty I didn’t like,tinafs,31 Jan 2025,RareBeauty,Blush,Yes
Purchased from the store BROKEN.,"After reading the reviews, I decided to purchase from the store hoping to bypass any possibility from breakage if I had purchased from online.
When I opened it, I was disappointed to find it was already broken. I didn’t even get to use it once! What was worse was that bits of it fell everywhere, ruining my counter tops and sink.",joannafromsa,31 Jan 2025,RareBeauty,Blush,Yes
Too pricey for the amount of product,"Doesn’t last long enough for the price. Decent blush, but lasted maybe a month",grace1686,29 Jan 2025,RareBeauty,Blush,Yes
Don’t buy.,Breaks after one use. Cheap packaging too. Such cheap formulas from this brand. Everything breaks. Don’t buy.,torontotrish,28 Jan 2025,RareBeauty,Blush,Yes
Best blush out there.,"I’m about to order my third! I love love love this blush, it is has a perfect application, goes on so smooth, and no need for a highlighter as this does the job for both! Such a pretty colour, can’t recommend enough!!",calscreative,28 Jan 2025,RareBeauty,Blush,Yes
Damaged yet again,This is the second time I have ordered this product and the second time it has arrived a mess. There’s no way this blush has any firmness to it for it to crumble up this much into a powdery mess. Returbibf for a,MsMoShaSha,27 Jan 2025,RareBeauty,Blush,Yes
Pretty but delicate!,This color is absolutely stunning. I am marking down a star because it breaks very easily. I’ve purchased two and both have ended up breaking. This would not be a good product for travel.  otherwise I enjoy if.otherwise is a,Laurie101,26 Jan 2025,RareBeauty,Blush,Yes
,I love this it’s so pretty and a must have!Also mine as never broke.,Averie314,26 Jan 2025,RareBeauty,Blush,Yes
,"I loved this blush, it is super pretty and has a great luminosity.",Cla2025,25 Jan 2025,RareBeauty,Blush,Yes
This is eating!!!,Very pigmented and shiny! If you buy this product you dont need a highlighter!,Lydilovesephora,24 Jan 2025,RareBeauty,Blush,Yes
Love!,"I love this blush! The colors are great, and the beautiful shimmer is perfect for a formal or everyday routine! ￼",jammers289,24 Jan 2025,RareBeauty,Blush,Yes
Falls apart,"I love the color of this blush but it's so FRAGILE. It will crumble and fall apart immediately. I have it stored in my makeup bag that I leave at home in a drawer! There is no way that it is slammed around or thrown about, but it falls apart insanely quickly. This is the second time this has happened! It's incredibly frustrating.",maguiree,23 Jan 2025,RareBeauty,Blush,Yes
,This product is amazing so vibrant and colourful I highly recommend it,phoebe2011,23 Jan 2025,RareBeauty,Blush,Yes
Great!,"this is the most beautiful blush I've ever used, it's easy to use, pigmented and high quality!",,22 Jan 2025,RareBeauty,Blush,Yes
,I wish I can try it! But I’ve ordered this twice and it’s came to me broken both times. Breaks my heart because it looks so pretty !,kingtheresa,22 Jan 2025,RareBeauty,Blush,Yes
Pigment!!!,"Great product, so much pigment. My advice, get a shade lighter than you think you need, with this much pigment you don’t need a dark shade.",cassklass,22 Jan 2025,RareBeauty,Blush,Yes
Not a repeat buy,"I loved the luminous colors of both joy and cheer, however, for me, the packaging was a fail. The lightweight round compact was very slippery compared to a square compact and I dropped the cheer before even being able to use it. It went into powdery pieces and I realized there really wasn't much product in the compact to begin with.
Three stars for the product that was there.",Kathleen619,21 Jan 2025,RareBeauty,Blush,Yes
BROKE,"Only used once but when I went to use it , it was broken sadly …",Kenzywenzy,21 Jan 2025,RareBeauty,Blush,Yes
So Fragile,"Broke after a week! Love it so much!!!
 but it’s just soo fragile:(",Leahhaleee,21 Jan 2025,RareBeauty,Blush,Yes
,Very pigmented! I dunno if I'm crazy but I swear it gets more pigmented throughout the day you will never have to reapply this,tabbyzang3lzzz,21 Jan 2025,RareBeauty,Blush,Yes
,I do like this product and would recommend it but it is so easily broken and I broke mine the day after I got it,ezs11,20 Jan 2025,RareBeauty,Blush,Yes
A must have in my makeup routine!,"This is my second time repurchasing! I have never loved a blush so much. I got a Sephora employee to help me find the right shade. I am fair-light skin, blonde hair and green eyes and the shade cheer is perfect!! this blush gives a really beautiful colour and shine to your cheeks.",ireland22,20 Jan 2025,RareBeauty,Blush,Yes
Wrong color for me,"I ordered online, the terracotta was way too orange for my skin Color (fair and blonde) otherwise the blush was easy to apply. I would try another Color of this product.",1982nurse,20 Jan 2025,RareBeauty,Blush,Yes
Cracked after one use,"I loved the sheerness & the fact I could skip a highlighter because this gave color & shine ….. 
The reason for the 2 stars is I used it once put it in my makeup bag & the next time I opened it .. the whole product fell apart … blush all OVER the place …",BRad123,20 Jan 2025,RareBeauty,Blush,Yes
,"Very sparkly but without pigment, it’s just really weird",solcero,20 Jan 2025,RareBeauty,Blush,Yes
Amazing,The best blush ever amazing and fancy look it gives loved it looks much better in reality than picture,Riham77,18 Jan 2025,RareBeauty,Blush,Yes
,Beautiful colour but arrived damaged from shipping.,ashleyevo,18 Jan 2025,RareBeauty,Blush,Yes
"Beautiful blush, far too fragile.","Absolutely LOVE this product, but like many others have said, it’s so so quick to break. I had this product for maybe 3 weeks and I set it down on my sink before I went to put it on, and upon opening it, I witnessed my almost $30 blush broken in small crumbs. I’ve never had such a hard time with the packaging of a product before. I would buy this blush in every shape, size, color, etc if it just wasn’t so fragile. I really would recommend this blush but only if you’re willing to keep buying it every time it breaks (it keeps getting finer and finer until it’s unusable)",jadyndittrich,17 Jan 2025,RareBeauty,Blush,Yes
,I have been using for the past week and it is stunning,nbietz,17 Jan 2025,RareBeauty,Blush,Yes
"Most stunning, like ever","This is the most stunning blush. It gives the most natural, healthy flush to my cheeks. I have a fair/light complexion and the shade Cheer is the perfect mix of cool and warm tones to create that inner glow.",ems0701,16 Jan 2025,RareBeauty,Blush,Yes
,"My sister bought it first and I felt in love with this blush so I decided to buy one for me... use it the first time it was great I look amazing... second time trying to open it up bumm IT WAS BROKENNN I just cried and cried
I try to fix it watching videos but nope I couldn't I just lost my money",kmatri,16 Jan 2025,RareBeauty,Blush,Yes
"Love it, but...","Absolutely love this blush, but it broke when i went traveling and this blush was the only thing in pieces.",Smthbeautiful2,15 Jan 2025,RareBeauty,Blush,Yes
Beautiful blush. Terrible packaging,"This is by far my favorite blush I have ever used which makes it so hard to only give a one star. The blush itself is beautiful, the formulation with the blush and highlighter is really great. However, this is the worst packaging I have ever seen. I bought one blush and within the first month it was shattered. I thought maybe it was by my mistake. I bought a second blush in another color and within a week of it going from my counter to my makeup bag, it was shattered. After reading many reviews and talking to Sephora employees, this seems to be a very common occurrence with this blush. I can no longer wear it because it’s a mess whenever I open it, therefore I rate the blush a 1. It’s such a shame because I have loved everything from Rare Beauty, but I’m not wasting my money on products that fall apart at the slightest touch. If they fix the issue, I’ll buy every shade.",beautyjunkie03,15 Jan 2025,RareBeauty,Blush,Yes
Broke right away,I love the way this blush looks but i had it for a few weeks before it broke. I’ve seen online that a lot of other poeple have also experienced this. Really disappointing for the price point.,madicig,14 Jan 2025,RareBeauty,Blush,Yes
"Flimsy container, don't waste your money.",I love the product but the container which it's in is very flimsy. My daughter bought the same one in Hope and dropped it and broke right away. Unusable. Mines dropped 3 months later after I purchased and broke as well. I have been using the dior one and have this for back up. It was like brand new. So dissapointed.,Mscandy11,14 Jan 2025,RareBeauty,Blush,Yes
,"I really love this product, it’s giving such a nice glow",vanessagprt,13 Jan 2025,RareBeauty,Blush,Yes
My go to blush,"I absolutely love this blush , I bought it in store. I had been looking for a pink blush w/ a glow effect. I shopped around and other blushes were too shimmery or matted pink. I was hesitant to try Rare Beauty, I thought it would be like others, too shimmery but I love the shade I love how it makes my skin glow. I also get so many compliments on it. Some ladies even ask what blush and shade. My skin is oily and I’m medium tan skin complexion.",Sammitx,13 Jan 2025,RareBeauty,Blush,Yes
My favourite powder blush!,"I love this blush! The pigment is perfect, the colours are beautiful, and it lasts all day. Layers wonderfully with both liquid & cream blushes. As someone who needs powder products due to oily skin, it’s lovely to have a powder blush that doesn’t make my base so matte.",mylaaaaaaa,13 Jan 2025,RareBeauty,Blush,Yes
I love Happy!,"Happy is a beautiful pink! The blush has held up totally great unlike the highlighter, but I do worry about the consistency. This is shimmery without being too much. Looking forward to trying more",ErinBeee,12 Jan 2025,RareBeauty,Blush,Yes
perfect 💋,THIS IS AMAZING! this is the best blush i’ve ever used! this leaves your skin with an amazing natural pink glow. this blends in beautifully with any product as well. it’s literally perfect.,isabellanicely,12 Jan 2025,RareBeauty,Blush,Yes
Great Product But Breaks Easily,This product works nicely and is pigmented. I’ve been using it for two weeks now and I’ve liked the results. The only problem I have is that the blush is very breakable. You have to be careful when you are traveling with this thing or it might shatter,abriiiiii,12 Jan 2025,RareBeauty,Blush,Yes
Obsessed,"Love love love this blush! Very pigmented, and leaves a beautiful shiny glow to the cheeks. I've had so many people ask what I'm wearing for blush and many friends are wanting to get it too!",girlwiththecats,11 Jan 2025,RareBeauty,Blush,Yes
Breaks during shipping,"I should’ve read the reviews before purchase. Mine came completely ruined, powder everywhere and on all my other purchases. I think I would’ve liked the color tho, I would just STRONGLY recommend purchasing at the store and not online",brittanacus,11 Jan 2025,RareBeauty,Blush,Yes
Horrible packaging resulting in wasted product!,"Highly pigmented blush, but rating 1 star because the packaging is so poor it makes it almost unusable! I always have a really hard time opening this blush and the lid seems stuck, and after only having it for a few weeks I traveled with it in a makeup pouch one time and the entire thing was broken upon opening and made a huge mess! I wouldn't buy this again and will have to check out the liquid options instead, I think",trisht93,11 Jan 2025,RareBeauty,Blush,Yes
,Really like the colour and sparkles! Very subtle but also nice. This shade is much more orange then how it looks on the website. Otherwise it’s a really cute coral colour!,catan2008,10 Jan 2025,RareBeauty,Blush,Yes
Disappointing,"This product was a huge disappointment. It didn’t apply very well, and looked patchy and kind of chunky on my skin. Then one day I opened it to use and it was completely broken and unusable, and I have no idea how it even happened.",lowelch,10 Jan 2025,RareBeauty,Blush,Yes
Returned it,"Wanted to like this product but like other reviews, it came broken and unusable right out of the box.",KFlygal,10 Jan 2025,RareBeauty,Blush,Yes
Drying and doesn’t last,Color wears off so fast. And the sheen is very unflattering.,doralee,09 Jan 2025,RareBeauty,Blush,Yes
Love this blush!,Really nice blush! Perfect for everyday use! The only thing is it is very shiny and pigmented (more than expected) so I used way too much on my first try and I looked like a clown. 😅,beautyaddict209,09 Jan 2025,RareBeauty,Blush,Yes
,I like it. Very cute😍 the color is really beautiful,dioraaab,09 Jan 2025,RareBeauty,Blush,Yes
,"is the best i ever tried you should get a thousand of this the colors are gorgeous also the pigmentation, and with the highlighter is just the perfect blush",ireeeee13,09 Jan 2025,RareBeauty,Blush,Yes
Don’t recommend shipping it they break,This is my second time getting the blush. I love it! But unfortunately this one came broken 😞. Sadly pretty disappointed!!,mau98,09 Jan 2025,RareBeauty,Blush,Yes
Meh,This is pretty very pigmented but VERY EASY to break.,Julianna5444,08 Jan 2025,RareBeauty,Blush,Yes
,"Blush is so pretty, very pigmented, and lasts a long time. My only complaint is how easily it breaks. One tap and the whole thing shatters, but if you’re willing to repair it then it’s a good product.",eksh0125,08 Jan 2025,RareBeauty,Blush,Yes
Best blush ever!,Beautiful shade! I love the glimmer and highlight. Though breaks a bit to easily! Luckily for me a it was just a little piece but still.,noraaxx,6 Jan 2025,RareBeauty,Blush,Yes
Not a must have,Is this product good? Yes. Can you find it for much cheaper? Yes. I do like this blush but irl it definitely shows texture and acts light a lightweight highlight too. Not crazy about it but not mad at it.,makeupbymiria,5 Jan 2025,RareBeauty,Blush,Yes
Beautiful but don’t travel with it anywhere!,"I am only giving this 3 stars because although the blush is gorgeous, the packaging is complete crap! It shatters at the slightest bump/tap. This has happens to me twice. And although the product is shaped like a dome, I’m pretty sure it’s not solid all the way through.",SJFSBXLVR,4 Jan 2025,RareBeauty,Blush,Yes
,"This product is overall amazing, I love the pigment and the glow it gives but I just wish it was less fragile. It breaks very easily it’s like the highlighter but overall I love the formula.",,4 Jan 2025,RareBeauty,Blush,Yes
THE SHIMMER?! I DEF RECOMMEND 💗💗,"I got this blush during the sale so maybe I'm a bit biased 🤭🤭 but OH MY GOSH it is amazing. The glow this product gives me is goddess material, the colour is amazing, and the packaging is beautiful. If you want something similar to the highlighter but also want a pop of colour this is for you. I will say it was just a little bit hard to blend out and once it's on it's on for hours, so I wouldn't recommend this for everyday or for subtle looks, but if you want to pop and be that girl then this is 100% the way to go. Also try this on in store before you buy, the shade joy is not as orange as it seems. I was a bit scared of the colour at first but when a i tried it on irl it was amazing. I heard it's very fragile, I haven't had any problems though so idk.  I tried the cream blush too and if this much shimmer (it's really shimmery) is not your taste, I would look into the rare beauty cream blush!

Also, I know a lot of people say match the powder with your liquid blush, I don't necessarily agree. I have the colour hope in the liquid form and I got joy in the powder. They match amazingly. 

Also, I know a lot of people say match the powder with your liquid blush, I don't necessarily agree. I have the colour hope in the liquid form and I got joy in the powder. They match amazingly. 

Also, I know a lot of people say match the powder with your liquid blush, I don't necessarily agree. I have the colour hope in the liquid form and I got joy in the powder. They match amazingly.",Avalanchem,4 Jan 2025,RareBeauty,Blush,Yes
this blush is not worth it do not buy,"This product came COMPLETELY DESTROYED i do not recommend buying this blush if
you want your moneys worth 0/10",kaylieeeeeee,3 Jan 2025,RareBeauty,Blush,Yes
,The shade itself is beautiful but I’ve only had it a week it’s just been on my makeup bag and it broke I saw plenty of other reviews that the formula breaks easily …I didn’t think it would happen to me so I purchased it still anyway and it’s no,stephcarrs,3 Jan 2025,RareBeauty,Blush,Yes
Best powder blush,I have been using this product and it is truly my holy grail. It’s gives me a really nice blush while giving me a very subtle glow!!,barbiedoll101,3 Jan 2025,RareBeauty,Blush,Yes
Nice!,"After using the product for a few weeks I can tell that it’s pretty but not the color I was expecting, it has a very warm orange undertone instead of the pinkish color I was looking for. But still pretty nice",melaniehauser,3 Jan 2025,RareBeauty,Blush,Yes
a must have in my routine!,I LOVE THIS PRODUCT SO MUCH! this blush is so nice on my skin and it's super cute and shiny. I definitely recommend this product and it's definitely worth the money but the only thing is you have to be really careful because  if you drop it at all it will break,Kimberly9696,2 Jan 2025,RareBeauty,Blush,Yes
"Very sparkly, very fragile","Colour was nice, but under good lighting it looked wayyy to much like pink toned highlighter. Didn’t wear it so often due to this. Then one day i opened to compact to find it completely shattered ( I dont recall dropping the compact). The domed compact is aesthetically pleasing, but impractical, making for easy shattering.",HarmonyMUA,2 Jan 2025,RareBeauty,Blush,Yes
Very glowy,"I bought this on sale and it is easily worth the sale price! This blush layers really well with more pigmented blushes or is good for a blush/highlighter look. However, it is so delicate and I broke it when I opened the container! I would still recommend but handle with caution",thequietfriend,2 Jan 2025,RareBeauty,Blush,Yes
beautiful glowing blush,Really pretty colour and glow. used with highlighter gives such a luminous look. a little goes a long way as it is easy to overdo it!,neonloneliness,1 Jan 2025,RareBeauty,Blush,Yes
Absolutely Gorgeous,I got this for Christmas and absolutely love it! It gives a glow like a highlighter and blush but instead of having to use both a blush a highlighter all you have to use is this amazing blush. I definitely recommend!!,abrad08,1 Jan 2025,RareBeauty,Blush,Yes
Very fragile,"pretty but it came broken, the entire blush was shattered in pieces",mouseglow,1 Jan 2025,RareBeauty,Blush,Yes
Gorgeous!,"This blush shade is so cute and the price is definitely worth it. Although it is very tinted, it is fragile. I bought more than 1 of these with shipping and 1 came broken. Otherwise, recommend!",jasminetheflowa,1 Jan 2025,RareBeauty,Blush,Yes
,Such a beautiful color but it was unfortunately delivered completed shattered so I will be returning.,loloroch,31 Dec 2024,RareBeauty,Blush,Yes
,"This is amazing, the color is gorgeous, the pigment is excellent",FioKM,31 Dec 2024,RareBeauty,Blush,Yes
What the heck.,Just got my package today and it’s ruined! So disappointed when I opened the box.,laylabugg,31 Dec 2024,RareBeauty,Blush,Yes
,I love it so much except for the fact that it broke within the first day. It is very fragile and i was very mad.,leahpaull,31 Dec 2024,RareBeauty,Blush,Yes
Perfect amount of highlight,I love this product. It gives such a pretty shimmer without looking like some of the over the top highlighters that can make you look borderline sweaty. It’s buildable if that’s your thing but I love how subtle yet noticeable it is,danam982,30 Dec 2024,RareBeauty,Blush,Yes
A need,After using this product for a month I fell in love with it. The shade. Everything about it. It is very pigmented and will last you a long time. I love it,addakole,30 Dec 2024,RareBeauty,Blush,Yes
,My favorite blush! This color is perfect for fair skin tones. It works so well and is so luminous.,sofiab05,30 Dec 2024,RareBeauty,Blush,Yes
,"If you want blush that is also a highlighter than you’ll like this but this is not my cup of tea. It’s extremely reflective and there’s no way to tone it down. It doesn’t give my skin a wet blush look, it looks glittery and shiny. If you have textured skin I wouldn’t recommend",forevergiovanna,30 Dec 2024,RareBeauty,Blush,Yes
Great daily blush/highlighter,"I purchased cheer and it is the perfect addition to my daily routine. It adds a bit of colour and highlight, making it a great product when on the go. I've tried it with a full face of make up and on bare skin, looks great for both. It will be my go to in the future when I want just a hint of something to give me a glow.",NSBeautyAddict,30 Dec 2024,RareBeauty,Blush,Yes
,Absolutely love this super pigmented and easy for when ur in a rush 😍,Hanna873,29 Dec 2024,RareBeauty,Blush,Yes
Must have!,Love this so so much I bought this about 20 minutes ago and I’ve used it and it is so pretty!,Swiftie8789,28 Dec 2024,RareBeauty,Blush,Yes
Great Blush!,"I bought this solely on the fact that I like Selena Gomez and I think she’s a great person, but this blush is amazing! I instantly loved it and I love that it is shimmery because it looks like highlighter. I also believe that is it fairly priced!",MorganBrutka,28 Dec 2024,RareBeauty,Blush,Yes
,"Gorgeous packaging, gorgeous shade, applies beautifully as well. The only issue is that it’s so fragile, dropped it on my carpet and it shattered, I wouldn’t bring this out with me.",yznmne12,28 Dec 2024,RareBeauty,Blush,Yes
,Really like this blush. its a very pretty color and good payoff.,MissZuiZui,28 Dec 2024,RareBeauty,Blush,Yes
,The color of the product is absolutely stunning! The packaging on the other hand is not. I brought this on vacation to use for the first time and it was completely shattered upon opening it to use. Very disappointing  fo the price disappointing  for the priceVediss,abbreg12,27 Dec 2024,RareBeauty,Blush,Yes
Perfect color and easy to apply,The prettiest blush that is so pigmented ( a little goes a long way ) and leaves the perfect pinky glow,daybae16,27 Dec 2024,RareBeauty,Blush,Yes
Cute,Such beautiful colors and super clean and elegant looking.,emmyloves89,27 Dec 2024,RareBeauty,Blush,Yes
2 stars ⭐️⭐️,"This is really glittery, if you’re looking for a pink highlighter this is for you! It arrived broken, because it is very delicate (not to be dropped) it’s not really pink either it is more on the orange side🫤It is very and lasts about 4-6 hours without setting spray 
pigmented",jaydacutiexoxo,26 Dec 2024,RareBeauty,Blush,Yes
Absolutely adore this blush,So stunning. The colour is beautiful and it is pigmented with a natural glow.,QueenMelbs,26 Dec 2024,RareBeauty,Blush,Yes
Pass,"This is straight glitter, if that’s what you like then this is for you. I bought this on sale for 18 dollars and I am very dissatisfied. The color is much lighter then it looks, and this is more glitter then blush.",EriBearie,26 Dec 2024,RareBeauty,Blush,Yes
,Trust the comments on this one! I haven’t used this blush for a week yet and it fell apart…,Shabnamf14,25 Dec 2024,RareBeauty,Blush,Yes
,I love this blush! I use it as a blush topper/ highlighter. It does break if you’re not careful with it but I just keep it at my makeup desk and it hasn’t broke in the 2 years I’ve had it,cloudxy,25 Dec 2024,RareBeauty,Blush,Yes
,"I absolutely love this blush! I had originally ordered 2 by accident and I had to gift it to my best friend and she adored it as well. 100% will be repurchasing in the future, new favorite product!",Jolie2009,25 Dec 2024,RareBeauty,Blush,Yes
Works if it’s all that’s available,I have the rare beauty liquid blush so I got this to put on top for touch ups. It’s okay. I don’t love it. The packaging feels cheap. It reminds me of little kids play make up rather than a staple in my make up bag. Good but not great.,nhen99,25 Dec 2024,RareBeauty,Blush,Yes
Wont blend,it is so hard to blend and literally impossible to do with just a brush. i have to use my hand to blend it just a little bit its awful,rubygarrison,25 Dec 2024,RareBeauty,Blush,Yes
Love this but breaks so easily,Okay I absolutely love this product it’s so beautiful and the shimmer on it is stunning. It’s my favourite blush but the only problem is the packaging. I’ve bought two of these and both broke within a month despite being very gentle with them. I think they need to rethink the shape that the powder has been pressed into or just reinforce the outer packaging because it breaks so so easily,matteriane,23 Dec 2024,RareBeauty,Blush,Yes
"Fabulous blush, needs repackaging","Absolutely beautiful blush.  It IS true, however, that it breaks if you breath on it.  I think the packaging just needs a revision so that it's not dome-shaped in the pan.  Because the powder is so insanely fine (and fabulous) it just can't hold the dome without crumbling.",Mel1355,22 Dec 2024,RareBeauty,Blush,Yes
Love this blush!,Beautiful glow and tons of pigment. Product is very true to color on the skin.,Llamafever,21 Dec 2024,RareBeauty,Blush,Yes
don't buy it online,broken! i open it it was broken nothing to do with it patchy because it broken,Didiiad,20 Dec 2024,RareBeauty,Blush,Yes
,Got broken when use it … won’t recommend… bad quality,murisad,18 Dec 2024,RareBeauty,Blush,Yes
Good!,Its very fragile and break quite easily. But its a beautiful colour and adds a nice highlight to my cheeks🤗,ryannoe,16 Dec 2024,RareBeauty,Blush,Yes
Best. Blush. Ever.,"The most natural beautiful blush I have ever worn - not to mention budget friendly.  As a 67 y/o makeup aficionado, having spent thousands of dollars through the years chasing the perfect blush, this one IS IT!  Lovely, long wearing and buildable.  Does not irritate my rosacea or sensitive skin one little bit.   It feels like a treatment blush, is that possible?",GreenPasturesR,15 Dec 2024,RareBeauty,Blush,Yes
Never leave home without THIS blush,I’ve purchased this twice. I love it! Highly pigmented and lasts an entire work day. (Even the LONG Election Days-some days were 12-16 hours long!),KrissiK904,14 Dec 2024,RareBeauty,Blush,Yes
The worst experience,"I can say that this is the worst highlighter and blush I've ever had. Maybe it's suitable for someone, but definitely not for me. It just turns the face into a layer cake. I returned it",alphacybergirl,14 Dec 2024,RareBeauty,Blush,Yes
Skip this purchase,Was not a huge fan of this product. I love Rare Beauty but this product did nothing for me. The color was beautiful but it did not last at All. It just sits in my makeup drawer untouched :(,22kam22,11 Dec 2024,RareBeauty,Blush,Yes
Damaged item,"Item came completely smashed, I’m so sad. I was so excited about it.",brebun,11 Dec 2024,RareBeauty,Blush,Yes
Not worth it,"Broke after one use. I've never broken a pallet in my life. It's sad because the product is a very nice color, but not worth the mess",Sam902,7 Dec 2024,RareBeauty,Blush,Yes
Very pigmented blush,A little goes a long way. It’s very very pigmented. The blush itself is very good.,LxIvette,7 Dec 2024,RareBeauty,Blush,Yes
Love it!,"The formula is ultra-pigmented yet incredibly blendable, so you can customize the intensity to your liking. Plus, it’s super long-lasting, so you can keep that fresh, glowy look all day. If you love a pretty blush with a luminous finish. Happy is a must-try!",PureGlow,6 Dec 2024,RareBeauty,Blush,Yes
better options out there,"The packaging is PLASTIC. And i was expecting a lot more pigment, than i got from this blush",ineed50k,5 Dec 2024,RareBeauty,Blush,Yes
,This product came broken and the powder went everywhere.,emileeg35,5 Dec 2024,RareBeauty,Blush,Yes
save ya money boi,not very pigmented very sheer more of a highlighter but has a very soft and smooth formula,faithiessephora,5 Dec 2024,RareBeauty,Blush,Yes
Ingredients also made me break out ￼,Very disappointed ￼I bought it and my daughter accidentally dropped it a shattered everywhere. I immediately went to Sephora and they said they could not return it and that next time I should be more careful because  because of the type of formula because of the formula. Very disappointed,lilianahluna,5 Dec 2024,RareBeauty,Blush,Yes
Never buy this online,Save yourself the hassle of having to go exchange  it in store and never buy it online. I wanted to do in store pick up but said that it was sold out even though it got restock a few hours after the sale ended.. Sephora refuses to use more paper to protect fragile items so it’s pointless to exchange by mail .,Katouchka,4 Dec 2024,RareBeauty,Blush,Yes
Must have in my collection and daily routine,"I love and adore this blush so much, it’s pigmented it’s bright it’s glowy I love it so much but you drop it and it’s gone I dropped mine at school and it shattered everywhere. Please be careful if u buy it but overall good",Mil3na,4 Dec 2024,RareBeauty,Blush,Yes
A must have.,This is the BEST product I’ve ever bought. It has the best pigment and is not expensive for the product it has!,ILoveSephora124,3 Dec 2024,RareBeauty,Blush,Yes
Daily reminder,"Pigment 💯, color 💯 perfect and have a gorgeous look love you rare beauty ♥️😍 love is love with love shade.",haidari,3 Dec 2024,RareBeauty,Blush,Yes
,"As described and pigmentation is great but the colour isn’t 80% of what I was looking for. I tried it on my hand and it’s nice maybe in my fave will be better…
Happy that the products are European, it shows even in the packaging!",universalbee88,2 Dec 2024,RareBeauty,Blush,Yes
Blushlighter beauty!,"I have used this in three different shades and hit pan twice. Yes, this is just as fragile as the rare beauty highlighters and some people do find it can accentuate a lot of texture but it used as a blush topper on the highest point of the cheek can look extremely glowy and beautiful.  If you’re a blush girly and love highlighter, you’ll probably love this!",db012,30 Nov 2024,RareBeauty,Blush,Yes
,"It arrived broken, however it leaves a nice result",camilagiler,30 Nov 2024,RareBeauty,Blush,Yes
LOVEEEE,i just bought this blush yesterday and i am literally OBSESSED! the color is so cute and warm and i have brown eyes so it really brings it out. and this doubles as a highlighter too! 10/10 ‼️🤍,gi4nn,30 Nov 2024,RareBeauty,Blush,Yes
